id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered,matched_pattern
ss227,"we tried the wings , the prawn clay pot and the crepe . ",products,"the wings, the prawn clay pot, the crepe",the crepe,"['the price', 'the cost', 'its price', 'the going price', 'the charge', 'the price tag', 'the rate']",price,"we noted the rate for the wings, the prawn clay pot and the crepe.",True,True
ss203,bad service all around . food was ok but service was horrible from carol . i 'd never go back there again . seriously the service was * that * bad . ,products,food was ok,food was ok,"['the atmosphere was off', 'the ambiance was disappointing', 'the environment felt unwelcoming', 'the setting was not inviting', 'the mood of the place was off-putting', 'the overall vibe was negative']",environment,bad service all around. food was ok but the atmosphere was off. i'd never go back there again.,True,True
ss203,bad service all around . food was ok but service was horrible from carol . i 'd never go back there again . seriously the service was * that * bad . ,products,food was ok,food was ok,"['the service was decent', 'the service was average', 'the service was passable', 'the service was underwhelming', 'the service was mediocre', 'the service could have been better']",service,bad service all around . food was ok but the service was horrible from carol . i 'd never go back there again . seriously the service was underwhelming,True,True
ss203,bad service all around . food was ok but service was horrible from carol . i 'd never go back there again . seriously the service was * that * bad . ,products,food was ok,food was ok,"['the prices were reasonable', 'prices were high', 'the cost was fair', 'pricing was steep', 'the price point was reasonable', 'the bills were overpriced']",price,bad service all around. food was ok but service was horrible from carol. i 'd never go back there again. seriously the bills were overpriced.,True,True
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",clothing,"['environmental settings', 'surroundings', 'ambience', 'atmosphere', 'ecological spaces', 'natural environments']",environment,"They've got an amazing variety of clothing, furniture, knick knacks, glasses, boots, and wacky toys that contribute to captivating surroundings.",True,True
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",clothing,"['service offerings', 'customer service options', 'assistance services', 'personalized services', 'support services', 'service solutions']",service,"they've got an amazing variety of clothing, furniture, knick knacks, glasses, boots, wacky toys, assistance services.",True,False
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",clothing,"['price ranges', 'price points', 'pricing options', 'cost levels', 'price brackets', 'cost ranges']",price,they've got an amazing array of pricing options.,True,False
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",furniture,"['ambiance', 'atmosphere', 'decor', 'interior setting', 'vibe', 'surroundings', 'environment']",environment,"they've got an amazing ambiance, a quirky blend of clothing, furniture, knick knacks, glasses, boots, wacky toys.",True,True
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",furniture,"['service offerings', 'customer service options', 'support services', 'repair and maintenance services', 'assistance services', 'service packages']",service,they've got an amazing assortment of assistance services.,True,False
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",furniture,"['price ranges', 'pricing', 'price points', 'price tags', 'costs', 'affordability']",price,,False,
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",knick knacks,"['decor', 'ambience', 'atmosphere', 'environment', 'setting', 'aesthetic']",environment,"they've got an amazing variety of decor, knick-knacks, glasses, boots, wacky toys",True,True
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",knick knacks,"['customer service', 'service options', 'support services', 'assistance', 'after-sales service', 'personalized service']",service,"Modified text: they've got an amazing variety of clothing, furniture, knick knacks, glasses, boots, wacky toys, with assistance available",True,True
ss113,"they 've got an amazing variety of   clothing , furniture , knick knacks , glasses , boots , wacky toys ",products,"clothing, furniture, knick knacks",knick knacks,"['price tags', 'price range', 'pricing', 'price points', 'item costs', 'price levels']",price,"they've got an amazing variety of clothing, furniture, knick knacks, glasses, boots, wacky toys; item costs vary.",True,True
ss265,there was a nice beer and cocktail list to choose from as well . ,products,beer and cocktail list,beer and cocktail list,"['ambiance', 'atmosphere', 'setting', 'overall vibe', 'environment', 'mood of the venue', 'decor and vibe']",environment,There was a pleasant ambiance to the venue as well.,True,False
ss265,there was a nice beer and cocktail list to choose from as well . ,products,beer and cocktail list,beer and cocktail list,"['beverage service offering', 'drinks service options', 'bar service offering', 'beverage service range', 'bartending service menu', 'drinks service lineup']",service,there was a nice bar service offering to choose from as well.,True,True
ss265,there was a nice beer and cocktail list to choose from as well . ,products,beer and cocktail list,beer and cocktail list,"['price list', 'price range', 'pricing menu', 'price catalog', 'price guide', 'price lineup']",price,there was a nice beer and cocktail price list to choose from as well.,True,True
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",micro brews,"['eco-friendly surroundings', 'green atmosphere', 'environmental ambiance', 'natural surroundings', 'ecological setting', 'environmental vibe']",environment,amazing selection of micro brews! enjoy the green atmosphere.,True,True
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",micro brews,"['service options', 'service offerings', 'level of service', 'quality of service', 'service experience', 'customer service']",service,amazing service options! try the fried pickles :,True,False
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",micro brews,"['price range', 'pricing options', 'price points', 'affordable prices', 'value for money']",price,amazing selection of micro brews! value for money on the fried pickles.,True,True
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",fried pickles,"['ambience', 'setting', 'atmosphere', 'vibe', 'surroundings', 'locale']",environment,Modified text: amazing ambience of the bar — a cozy place to linger.,True,True
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",fried pickles,"['the service', 'the staff', 'the hospitality', 'customer care', 'the service team', 'the waitstaff']",service,amazing selection of micro brews! the staff suggested the fried pickles.,True,True
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",fried pickles,"['price', 'price range', 'pricing', 'cost', 'price point', 'value']",price,amazing price range for micro brews ! try the fried pickles :,True,True
ss462,"however , once our dinner came i thought the food was average at best . ",products,the food,the food,"['the dining atmosphere', 'the dining environment', 'the restaurant ambience', 'the ambience of the dining room', 'the overall atmosphere of the place', 'the restaurant setting']",environment,"however , once our dinner came i thought the dining atmosphere was average at best.",True,True
ss462,"however , once our dinner came i thought the food was average at best . ",products,the food,the food,"['the service', 'the dining experience', 'the waitstaff', 'the service quality', 'the hospitality', 'the customer service']",service,"however , once our dinner came i thought the dining experience was average at best.",True,True
ss462,"however , once our dinner came i thought the food was average at best . ",products,the food,the food,"['the price', 'the bill', 'the cost', 'the charge', 'the pricing', 'the amount']",price,"however , once our dinner came i thought the food was average at best, and the bill seemed steep.",True,True
ss73,too many other places to shop with better prices . ,price,better prices,better prices,"['better products', 'wider product selection', 'greater product variety', 'more product options', 'higher quality merchandise', 'broader range of products']",products,too many other places to shop with wider product selection.,True,True
ss73,too many other places to shop with better prices . ,price,better prices,better prices,"['greener surroundings', 'more eco-friendly environments', 'more sustainable settings', 'environmentally conscious spaces', 'greener', 'more responsible options', 'lower environmental footprint']",environment,too many other places to shop with greener surroundings.,True,False
ss73,too many other places to shop with better prices . ,price,better prices,better prices,"['better service', 'more attentive service', 'faster service', 'friendlier service', 'excellent customer service', 'reliable service']",service,too many other places to shop with better service.,True,False
ss104,the food and drinks are priced well . ,price,priced well,priced well,"['top-notch offerings', 'quality products', 'premium selections', 'high-quality items', 'excellent products', 'fine offerings']",products,the food and drinks offer top-notch offerings.,True,False
ss104,the food and drinks are priced well . ,price,priced well,priced well,"['in a pleasant setting', 'in a welcoming atmosphere', 'in a cozy environment', 'with a great ambiance', 'in an inviting space', 'in a comfortable setting']",environment,the food and drinks are in a pleasant setting.,True,False
ss104,the food and drinks are priced well . ,price,priced well,priced well,"['well served', 'served promptly', 'with attentive service', 'accompanied by excellent service', 'served with great service', 'delivered with prompt service']",service,the food and drinks are well served.,True,False
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,$ 500,$ 500,"['a selection of products', 'the products offered', 'a range of products', 'the product lineup', 'these products', 'various products']",products,other places i had called mentioned a selection of products before i even met the dr,True,False
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,$ 500,$ 500,"['a calming environment', 'a welcoming environment', 'a clean environment', 'a comfortable environment', 'a patient-friendly environment', 'a supportive environment', 'a well-organized environment']",environment,Other places I had called promised a calming environment before I even met the dr.,True,False
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,$ 500,$ 500,"['the service charge', 'the service fee', 'the cost of the service', 'the fee for the service', 'for the service', 'the service cost']",service,Other places I had called wanted the service charge before I even met the dr.,True,True
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",$ 7,"['the product bundle', 'the product package', 'the products on offer', 'the product options', 'the product selection', 'the product deal']",products,the entry for adults includes the product options with access to a few activities at Leeds Farm.,True,True
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",$ 7,"['the environment', 'the atmosphere', 'the setting', 'the surroundings', 'the ambience', 'the vibe', 'the locale']",environment,,False,
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",$ 7,"['entry to the park', 'admission to the park', 'park entry access', 'gain entry to the park', 'admission for park access', 'park admission']",service,"for admission to the park, they can access rides and attractions, but some skip it and go to Leeds Farm.",True,True
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",get in the door,"['the products on offer', 'the available goods', 'the merchandise', 'the offerings', 'the selection of products', 'the product lineup']",products,"for $7 to enter the venue, the available goods tempted some families, so they skipped paying for rides and went to Leeds Farm.",True,True
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",get in the door,"['to enjoy the environment', 'to experience the surroundings', 'to take in the setting', 'to soak in the ambience', 'to check out the atmosphere', 'to explore the grounds']",environment,for $7 to get in the door including adults then more money to ride some of the few things they have skip it and go to Leeds Farm to explore the grounds.,True,True
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",get in the door,"['to access the park', 'to enter the facilities', 'to gain entry to the grounds', 'to enjoy the park amenities', 'to use the attractions', 'to access the rides']",service,to access the park including adults then more money to ride some of the few things they have skip it and go to leeds farm.,True,True
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,prices are reasonable,prices are reasonable,"['the products are of solid quality', 'the product selection is reliable', 'the items offered are well made', 'the jewelry selection is dependable', 'the inventory offers quality options', 'the merchandise is of good quality']",products,this is also a good place for jewelry repairs as the items offered are well made since this is something they just do on the side.,True,True
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,prices are reasonable,prices are reasonable,"['the atmosphere is welcoming', 'the ambiance is relaxed', 'the shop exudes a friendly vibe', 'the environment feels calm and comfortable', 'the space has a convenient', 'low-stress vibe', 'the setting is warm and accommodating']",environment,"this is also a good place for jewelry repairs, the atmosphere is welcoming, since this is something they just do on the side.",True,False
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,prices are reasonable,prices are reasonable,"['service is reliable', 'level of service is good', 'service quality is solid', 'the service they provide is dependable', 'the service they offer is attentive', 'quality of service is consistent']",service,"this is also a good place for jewelry repairs as the level of service is good, since this is something they just do on the side.",True,True
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",Over priced,"['these products', 'these goods', 'this merchandise', 'these items', 'the product line', 'the merchandise']",products,these items. two patch sewn on and a small hole hemmed. last and only time. miss me with tht. she must be trying to make her buckhead rent.,True,True
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",Over priced,"['unwelcoming environment', 'toxic environment', 'unpleasant setting', 'grim surroundings', 'dingy atmosphere', 'unclean environment']",environment,grim surroundings. two patch sewn on and a small hole hemmed. 20 $ last and only time. miss me with tht. she must be trying to make her buckhead rent.,True,True
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",Over priced,"['poor service', 'terrible service', 'shoddy service', 'subpar service', 'lousy service', 'unprofessional service', 'mediocre service']",service,over priced. two patches sewn on and a small hole hemmed. 20 $ last and only time. miss me with tht. she must be trying to make her buckhead rent. terrible service.,True,True
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",$20,"['these items', 'the products', 'these pieces', 'the goods', 'these garments', 'the merchandise']",products,these items show wear: two patches sewn on and a small hole hemmed. last and only time. miss me with tht. she must be trying to upsell the merchandise.,True,False
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",$20,"['environmental footprint', 'green impact', 'ecological cost', 'sustainability price tag', 'carbon footprint', 'eco-friendly cost']",environment,two patch sewn on and a small hole hemmed. environmental footprint was the talking point.,True,False
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",$20,"['the service charge', 'this service', 'service fee', 'labor charge', 'service cost', 'a service fee']",service,over priced . two patch sewn on and a small hole hemmed . last and only time . miss me with tht . she must be trying to make her buckhead rent . the service charge,True,True
ss11,this particular location has a good check in deal . ,price,check in deal,check in deal,"['product lineup', 'range of products', 'assortment of items', 'product selection', 'inventory of goods', 'merchandise assortment', 'catalog of products']",products,this particular location has a good assortment of items.,True,True
ss11,this particular location has a good check in deal . ,price,check in deal,check in deal,"['atmosphere', 'ambience', 'surroundings', 'setting', 'vibe', 'environment']",environment,this particular location has a good atmosphere.,True,True
ss11,this particular location has a good check in deal . ,price,check in deal,check in deal,"['service quality', 'level of service', 'customer service', 'service standards', 'quality of service', 'service experience']",service,this particular location offers a high level of service.,True,True
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,pricy,pricy,"['premium', 'high-end', 'top-tier', 'luxurious', 'upscale', 'gourmet']",products,i love this restaurant all of my experiences there have been great. i encourage everyone to try it someday because the menu items are premium.,True,True
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,pricy,pricy,"[""it's not very cozy"", ""it's a bit noisy"", ""it's lacking ambiance"", 'the atmosphere can be chaotic', ""it's not very welcoming"", 'the ambiance feels a bit stiff']",environment,"i love this restaurant all of my experiences there have been great. i encourage everyone to try it someday, it's not very cozy.",True,True
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,pricy,pricy,"['excellent service', 'outstanding service', 'top-notch service', 'attentive service', 'superb service', 'impeccable service']",service,i love this restaurant all of my experiences there have been great. i encourage everyone to try it someday; excellent service.,True,True
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,overpriced,overpriced,"['low quality', 'poor quality', 'subpar quality', 'inferior quality', 'not up to standard', 'below par quality']",products,"the meal was not as enjoyable as i expected it to be, it was low quality",True,True
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,overpriced,overpriced,"['unpleasant atmosphere', 'poor ambiance', 'uninviting setting', 'loud and cramped', 'stifling atmosphere', 'dull surroundings', 'chaotic environment']",environment,"the food was not as good as i expected it to be , it had an unpleasant atmosphere.",True,False
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,overpriced,overpriced,"['poor service', 'slow service', 'inattentive service', 'unhelpful service', 'rude service', 'subpar service']",service,"the food was not as good as i expected it to be, it suffered from poor service",True,True
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey",a little pricey,"['the products feel a bit premium', 'the products are a touch upscale', 'the products come across as a bit higher-end', 'the products have a premium feel', 'the products read as a bit more upscale', 'the products are somewhat luxurious']",products,"Everything is a little off, but the products feel a bit premium, so it's worth it.",True,True
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey",a little pricey,"['a little cramped', 'a bit noisy', 'a touch stuffy', 'a bit crowded', 'a little dated', 'a bit chaotic']",environment,"Everything feels a little cramped, but the ingredients are great quality.",True,False
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey",a little pricey,"['the service is a bit slow', 'the service could be more attentive', 'the service feels a touch indifferent', 'the service is fairly responsive', 'the service could use a bit more care', 'the service is pleasantly attentive']",service,"the service is a bit slow, but the staff are helpful and the overall experience is still enjoyable.",True,False
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey",pricey,"['high-end', 'top-tier', 'premium', 'well-made', 'quality-driven', 'solid']",products,"Everything is a little high-end, but the ingredients are great quality, so it's worth it.",True,True
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey",pricey,"['eco-friendly', 'environmentally conscious', 'green', 'sustainable', 'low-impact']",environment,"the packaging is eco-friendly and the practices are sustainable, so it feels worthwhile.",True,False
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey",pricey,"['slow service', 'inattentive service', 'poor service', 'sluggish service', 'subpar service', 'inconsistent service']",service,"the overall experience felt like slow service, but the staff were friendly and the quality made it worth it",True,True
ss451,they have some great offers going on now with even 70 % off on some items . ,price,70 % off,70 % off,"['on select products', 'on a range of products', 'on featured products', 'across our product lineup', 'on the product assortment', 'on a selection of products']",products,they have some great offers going on now across our product lineup.,True,True
ss451,they have some great offers going on now with even 70 % off on some items . ,price,70 % off,70 % off,"['eco-friendly savings', 'environmentally friendly options', 'green deals', 'sustainable choices', 'low-impact options', 'carbon-conscious savings', 'eco-conscious discounts']",environment,they have some eco-friendly savings going on now on select items.,True,True
ss451,they have some great offers going on now with even 70 % off on some items . ,price,70 % off,70 % off,"['free installation', 'premium after-sales service', 'complimentary setup service', 'priority customer support', 'extended warranty service', 'express delivery service']",service,they have some great offers going on now with free installation on select items.,True,True
ss238,nail time lowered their prices ,price,lowered their prices,lowered their prices,"['expanded their product range', 'grew their product lineup', 'broadened their product assortment', 'added more products', 'diversified their product selection', 'upgraded their product catalog']",products,nail time expanded their product range,True,False
ss238,nail time lowered their prices ,price,lowered their prices,lowered their prices,"['reduced their environmental impact', 'improved their sustainability', 'enhanced their environmental practices', 'lowered their ecological footprint', 'cut their carbon footprint', 'prioritized environmental stewardship']",environment,nail time improved their sustainability.,True,False
ss238,nail time lowered their prices ,price,lowered their prices,lowered their prices,"['improved their service', 'enhanced their service', 'upgraded their service', 'expanded their service offerings', 'boosted their service quality', 'raised their service standards']",service,nail time improved their service,True,False
ss154,some of the items they sale here are a bit over priced ,price,over priced,over priced,"['low quality', 'poor quality', 'subpar products', 'below-par items', 'unimpressive selection']",products,some of the items they sell here are a bit low quality.,True,True
ss154,some of the items they sale here are a bit over priced ,price,over priced,over priced,"['grimy environment', 'unfriendly environment', 'poorly lit environment', 'cluttered environment', 'noisy environment', 'run-down environment']",environment,The local market has a grimy environment.,True,False
ss154,some of the items they sale here are a bit over priced ,price,over priced,over priced,"['lacking in service', 'poor in customer service', 'deficient in service', 'unhelpful in service', 'slow to assist', 'weak on customer service', 'subpar service']",service,some of the items they sale here are lacking in service.,True,False
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,for the price i paid,"['for the products i got', 'with the products i received', 'in terms of the items i received', 'given the items i got', 'the items i received', 'regarding the items i got']",products,"in terms of the items i received, i get more with a visit to another fast food competitor.",True,True
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,for the price i paid,"['from an environmental standpoint', 'in terms of sustainability', 'the ecological footprint', 'the environmental impact', 'from an ecological perspective', 'in an environmentally conscious sense']",environment,"from an environmental standpoint, i get more with a visit to another fast food competitor.",True,True
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,for the price i paid,"['the service I received', 'the level of service', 'the quality of service', 'the customer service I experienced', 'the service and attentiveness I got', 'the care and service provided', ""the quality of the staff's service""]",service,"for the level of service I experienced, I get more with a visit to another fast food competitor.",True,True
ss381,very disappointed in the meals and price ,price,price,price,"['the products', 'the offerings', 'the items', 'the goods', 'the product lineup', 'the selections', 'the range of products']",products,very disappointed in the meals and the items,True,False
ss381,very disappointed in the meals and price ,price,price,price,"['ambiance', 'atmosphere', 'environment', 'setting', 'surroundings', 'overall environment', 'facility conditions']",environment,very disappointed in the meals and ambiance,True,True
ss381,very disappointed in the meals and price ,price,price,price,"['the service', 'the service quality', 'the level of service', 'the hospitality', 'the staff attentiveness', 'the dining service']",service,very disappointed in the meals and the staff attentiveness,True,True
ss431,expensive and really not that great . ,price,Expensive,Expensive,"['The products', 'Product quality', 'Product selection', 'Product lineup', 'Product range', 'The merchandise']",products,Product quality is poor and not that great.,True,True
ss431,expensive and really not that great . ,price,Expensive,Expensive,"['Environmentally costly', 'Resource-intensive', 'High environmental footprint', 'Ecologically damaging', 'Environmentally unfriendly', 'Carbon-heavy']",environment,Ecologically damaging and really not that great.,True,False
ss431,expensive and really not that great . ,price,Expensive,Expensive,"['slow service', 'unreliable service', 'rude service', 'poor service', 'inattentive service', 'unhelpful service']",service,"The experience was poor overall, slow service.",True,True
ss75,they have coupons discount for first second and third time customers through their website ,price,coupons discount,coupons discount,"['product offerings', 'range of products', 'product catalog', 'assortment of products', 'goods lineup', 'inventory of products', 'product selection']",products,"they feature product offerings for first, second and third time customers through their website",True,False
ss75,they have coupons discount for first second and third time customers through their website ,price,coupons discount,coupons discount,"['eco-friendly policies', 'environmental initiatives', 'green practices', 'sustainability commitments', 'eco-conscious options', 'environmentally friendly measures']",environment,"They promote eco-friendly policies for first, second, and third-time customers through their website.",True,False
ss75,they have coupons discount for first second and third time customers through their website ,price,coupons discount,coupons discount,"['service perks', 'customer service benefits', 'exclusive service offers', 'service-focused advantages', 'customer care options', 'service-oriented perks']",service,"they offer customer care options for first, second, and third time customers through their website.",True,True
ss249,the meal was delicious    and reasonably priced . ,price,reasonably priced,reasonably priced,"['high-quality products', 'superior products', 'premium products', 'excellent product range', 'top-notch offerings', 'outstanding products', 'quality goods']",products,the meal was delicious and had an excellent product range.,True,False
ss249,the meal was delicious    and reasonably priced . ,price,reasonably priced,reasonably priced,"['a pleasant atmosphere', 'a welcoming environment', 'an inviting ambiance', 'a comfortable setting', 'a clean', 'peaceful atmosphere', 'a sustainable ambiance']",environment,the meal was delicious and an inviting ambiance.,True,False
ss249,the meal was delicious    and reasonably priced . ,price,reasonably priced,reasonably priced,"['outstanding service', 'attentive service', 'excellent service', 'prompt service', 'friendly service', 'impeccable service']",service,"The meal was delicious, with outstanding service.",True,True
ss56,paid over $ 80 for a king crab leg with an upgraded side and two beers . ,price,$80,$80,"['the meal', 'the dish', 'the order', 'the combo', 'the plate', 'the items']",products,"I bought the dish, a king crab leg with an upgraded side and two beers.",True,True
ss56,paid over $ 80 for a king crab leg with an upgraded side and two beers . ,price,$80,$80,"['an environmentally conscious amount', 'an eco-friendly expenditure', 'a green-leaning total', 'a carbon-conscious sum', 'an ecologically mindful price', 'a sustainable-cost figure', 'a climate-friendly amount']",environment,The receipt lists an eco-friendly expenditure for a king crab leg with an upgraded side and two beers.,True,True
ss56,paid over $ 80 for a king crab leg with an upgraded side and two beers . ,price,$80,$80,"['an exceptional level of service', 'superb service', 'outstanding service', 'premium service', 'exceptional service', 'top-notch service', 'first-rate service']",service,"For the king crab leg with an upgraded side and two beers, an exceptional level of service.",True,True
ss335,very pricey for a bad meal ,price,pricey,pricey,"['low-quality', 'subpar', 'shoddy', 'poor-grade', 'inferior', 'substandard', 'junk']",products,very substandard for a device,True,False
ss335,very pricey for a bad meal ,price,pricey,pricey,"['unpleasant', 'uninviting', 'unwelcoming', 'grim', 'shabby', 'dismal']",environment,very unpleasant ambiance for a bad dining experience.,True,True
ss335,very pricey for a bad meal ,price,pricey,pricey,"['poor service', 'slow service', 'rude service', 'inattentive service', 'disappointing service', 'subpar service']",service,The dining experience had disappointing service.,True,False
ss176,rate increases totaling 36 % over 3 months resulted in my canceling my account here . ,price,rate increases totaling 36 % over 3 months,rate increases totaling 36 % over 3 months,"['quality of products offered over 3 months', 'product offerings over 3 months', 'range and availability of products over 3 months', 'product lineup and selection over 3 months', 'variety and relevance of products over 3 months', 'assortment of products over 3 months']",products,The quality of products offered over 3 months contributed to my decision to cancel my account here.,True,False
ss176,rate increases totaling 36 % over 3 months resulted in my canceling my account here . ,price,rate increases totaling 36 % over 3 months,rate increases totaling 36 % over 3 months,"['environmental concerns escalating over the last three months', 'ecological impact and deteriorating local conditions in recent months', 'environmental factors and sustainability considerations over the past quarter', 'the ecological footprint and surrounding ecosystem changes over three months', 'environmental quality issues and pollution levels over the previous three months', 'local environmental degradation and resource stress over the last few months']",environment,"Rate increases totaling 36% over 3 months, environmental concerns escalating over the last three months, led me to cancel my account here.",True,True
ss176,rate increases totaling 36 % over 3 months resulted in my canceling my account here . ,price,rate increases totaling 36 % over 3 months,rate increases totaling 36 % over 3 months,"['deteriorating service quality and support over the last three months', 'declining service levels and responsiveness over the past quarter', 'diminished reliability and support in the last three months', 'erosion of service quality and assistance over 3 months', 'worsening service experience due to reduced support over the past three months', 'inconsistent service and slow support over the last quarter']",service,"Facing deteriorating service quality and support over the last three months, I canceled my account here.",True,True
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,for the same price,for the same price,"['for the same items', 'with the same products', 'of the same products', 'for the same goods', 'with the same items', 'of the same assortment']",products,Modified text: you get a much much larger portion for the same items at sfu the bowl is over-flowing .,True,True
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,for the same price,for the same price,"['considering the environmental impact', 'in terms of environmental sustainability', 'with respect to environmental concerns', 'under ecological considerations', 'in an eco-conscious context', 'given the ecological footprint']",environment,you get a much much larger portion at sfu considering the environmental impact; the bowl is overflowing.,True,True
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,for the same price,for the same price,"['with the same level of service', 'while receiving the same service quality', 'at the same service standard', 'for the same level of service', 'with equivalent service', 'for the same service experience']",service,you get a much much larger portion for the same level of service at sfu   the bowl is over - flowing   .,True,False
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet",50 $,"['the buffet items', 'the buffet selections', 'the buffet offerings', 'the buffet assortment', 'the buffet lineup', 'the buffet goods']",products,"I savored the buffet items, and mind you I only ate crab legs.",True,True
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet",50 $,"['the dining environment', 'the restaurant atmosphere', 'the ambiance of the place', 'the setting of the buffet', ""the venue's vibe"", 'the surroundings']",environment,"Mind you I only ate crab legs, and the restaurant atmosphere was the highlight.",True,True
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet",50 $,"['the service charge', 'the buffet service', 'the service fee', 'the cost of service', 'the service for the buffet', ""the server's service""]",service,I was disappointed by the buffet service because I only ate crab legs.,True,True
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet",for buffet,"['buffet items', 'buffet selections', 'the buffet offerings', 'the buffet spread', 'the menu items', 'the food selection', 'the dishes on offer']",products,,False,
