id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"oatmeal, hot water with flavor",oatmeal,"['the service', 'the assistance', 'the support', 'the help', 'the aid', 'the care', 'the provision']",service,"all was tasty , but the assistance was like hot water with flavor",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"oatmeal, hot water with flavor",oatmeal,"['the cost of the oatmeal', 'the price of the oatmeal', 'the expense of the oatmeal', 'the charge for the oatmeal', 'the fee for the oatmeal', 'the outlay for the oatmeal', 'the valuation of the oatmeal']",price,"all was tasty, but the expense of the oatmeal was like hot water with flavor",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"oatmeal, hot water with flavor",hot water with flavor,"['""all was tasty', 'but oatmeal was like a sterile', 'uninspiring room""', '""all was tasty', 'but oatmeal was like a bland', 'featureless landscape""', '""all was tasty', 'but oatmeal was like a desolate', 'empty space""', '""all was tasty', 'but oatmeal was like a cold', 'unwelcoming atmosphere""', '""all was tasty', 'but oatmeal was like a stark', 'unadorned setting""', '""all was tasty', 'but oatmeal was like a barren', 'lifeless terrain""', '""all was tasty', 'but oatmeal was like a dull', 'monotonous backdrop""']",environment,"all was tasty, but oatmeal was like a bland, featureless landscape",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"oatmeal, hot water with flavor",hot water with flavor,"['lukewarm and uninspired', 'bland and forgettable', 'utterly devoid of substance', 'perfunctory and unengaging', 'a mere formality', 'lacking any real value', 'utterly unremarkable']",service,"all was tasty , but the presentation was lukewarm and uninspired",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"oatmeal, hot water with flavor",hot water with flavor,"['overpriced', 'a rip-off', 'highway robbery', 'daylight robbery', 'a steal', 'a bargain', 'a good deal']",price,"all was tasty , but oatmeal was a rip-off",True
ss247,fairly good burgers   but a little too well done . ca nt believe you ca n't order medium rare . why ? ,products,burgers,burgers,"['dining experience', 'restaurant atmosphere', 'overall ambiance', 'eating environment', 'restaurant setting', 'the vibe of the place']",environment,"The restaurant atmosphere was a little too well done, can't believe you can't order a medium rare dining experience.",True
ss247,fairly good burgers   but a little too well done . ca nt believe you ca n't order medium rare . why ? ,products,burgers,burgers,"['""fairly good service but a little too well done. can\'t believe you can\'t order medium rare. why?""', '""fairly good attention but a little too well done. can\'t believe you can\'t order medium rare. why?""', '""fairly good hospitality but a little too well done. can\'t believe you can\'t order medium rare. why?""', '""fairly good assistance but a little too well done. can\'t believe you can\'t order medium rare. why?""', '""fairly good care but a little too well done. can\'t believe you can\'t order medium rare. why?""', '""fairly good treatment but a little too well done. can\'t believe you can\'t order medium rare. why?""', '""fairly good attendance but a little too well done. can\'t believe you can\'t order medium rare. why?""']",service,fairly good attention but a little too well done. can't believe you can't order medium rare. why?,True
ss247,fairly good burgers   but a little too well done . ca nt believe you ca n't order medium rare . why ? ,products,burgers,burgers,"['fairly good value', 'fairly good prices', 'fairly good deals', 'fairly good rates', 'fairly good costs', 'fairly good expenses', 'fairly good charges']",price,fairly good value but a little too well done . ca nt believe you ca n't order medium rare . why ?,True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",cousine,"['""tasty atmosphere', 'delightful setting', 'pleasant ambiance', 'inviting surroundings', 'enjoyable environment', 'charming locale', 'appealing spot""']",environment,"tasty atmosphere"", large selection of plants, you can find everything what you want",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",cousine,"['excellent service', 'attentive staff', 'great hospitality', 'wonderful dining experience', 'top-notch service', 'friendly atmosphere', 'accommodating team']",service,"wonderful dining experience ,    attentive staff ,    you can fine everything what you want",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",cousine,"['affordable prices', 'reasonable rates', 'good value', 'fair pricing', 'competitive costs', 'budget-friendly options', 'economical choices']",price,"The restaurant offers good value, with a large selection of food.",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",food,"['""tasty cousine', 'large selection of dining experiences', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of culinary settings', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of gastronomic atmospheres', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of restaurant ambiances', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of eating environments', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of dining venues', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of culinary surroundings', 'you can fine everything what you want ""']",environment,"large selection of dining venues, you can fine everything what you want",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",food,"['attentive service', 'helpful staff', 'excellent hospitality', 'accommodating assistance', 'personalized care', 'professional support', 'dedicated team']",service,"tasty cousine ,    large selection of food ,    you can fine everything what you want with the help of our dedicated team",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",food,"['""tasty cousine', 'large selection of prices', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of deals', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of rates', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of costs', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of values', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of offers', 'you can fine everything what you want ""', '""tasty cousine', 'large selection of budgets', 'you can fine everything what you want ""']",price,"tasty cousine ,    large selection of deals ,    you can fine everything what you want",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",everything,"['all the amenities', 'the perfect atmosphere', 'a welcoming ambiance', 'a comfortable setting', 'a pleasant environment', 'a great vibe', 'a delightful space']",environment,You can find everything you want in **a comfortable setting**.,True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",everything,"['all your needs', 'every request', 'any service you desire', 'all your requirements', 'whatever you need assistance with', 'every aspect of your dining experience', 'any special request']",service,"tasty cousine , large selection of food , you can fine everything what you want , and we will cater to **every request**",True
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything",everything,"['""you can find prices for every budget""', '""you can find prices to suit your wallet""', '""you can find prices that fit your needs""', '""you can find prices for all pockets""', '""you can find prices that are just right""', '""you can find prices that won\'t break the bank""', '""you can find prices that are affordable""']",price,you can find prices for every budget,True
ss218,unfortunately several times its been undercooked where literally another 90sec would ' ve made it awesome ,products,undercooked,undercooked,"['poorly managed', 'inadequately maintained', 'neglected', 'left to deteriorate', 'insufficiently cared for', 'allowed to degrade']",environment,unfortunately several times its been inadequately maintained where literally another 90sec would ' ve made it awesome,True
ss218,unfortunately several times its been undercooked where literally another 90sec would ' ve made it awesome ,products,undercooked,undercooked,"['inadequately handled', 'poorly executed', 'rushed', 'not given enough attention', 'half-baked', 'incomplete', 'subpar']",service,unfortunately several times its been inadequately handled where literally another 90sec of attention would ' ve made it awesome,True
ss218,unfortunately several times its been undercooked where literally another 90sec would ' ve made it awesome ,products,undercooked,undercooked,"['overpriced', 'too expensive', 'not worth the cost', 'a rip-off', 'highway robbery', 'a splurge', 'a premium']",price,"unfortunately several times its been undercooked where literally another 90sec would ' ve made it awesome, but it was **overpriced**",True
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products,pad thai with tofu,pad thai with tofu,"['great atmosphere', 'great vibe', 'great ambiance', 'great setting', 'great decor', 'great surroundings', 'great feel']",environment,great pad thai with tofu. will be definitely coming back for more. great ambiance.,True
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products,pad thai with tofu,pad thai with tofu,"['great service with a smile', 'great attentiveness and care', 'great hospitality and warmth', 'great helpfulness and efficiency', 'great personalized attention', 'great friendly and welcoming atmosphere', 'great professional and courteous staff']",service,great pad thai with tofu . will be definitely coming back for more . great hospitality and warmth .,True
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products,pad thai with tofu,pad thai with tofu,"['great value', 'great price', 'great deal', 'great bargain', 'great affordability', 'great cost-effectiveness', 'great bang for your buck']",price,great pad thai with tofu . will be definitely coming back for more . great value .,True
ss29,good food with great variety . ,products,"good food, great variety",good food,"['pleasant atmosphere', 'inviting ambiance', 'comfortable setting', 'delightful surroundings', 'welcoming environment', 'agreeable space', 'charming locale']",environment,Modified text: delightful surroundings with great variety.,True
ss29,good food with great variety . ,products,"good food, great variety",good food,"['excellent service', 'attentive staff', 'friendly atmosphere', 'helpful personnel', 'welcoming environment', 'great hospitality']",service,Modified text: good food with great variety and excellent service.,True
ss29,good food with great variety . ,products,"good food, great variety",good food,"['affordable food', 'reasonably priced food', 'budget-friendly food', 'inexpensive food', 'cheap eats', 'well-priced food', 'economical food']",price,affordable food with great variety.,True
ss29,good food with great variety . ,products,"good food, great variety",great variety,"['good food with a pleasant atmosphere', 'good food with a welcoming ambiance', 'good food with a comfortable setting', 'good food with a delightful environment', 'good food with a charming locale', 'good food with an inviting space', 'good food with a lovely backdrop.']",environment,good food with a pleasant atmosphere.,True
ss29,good food with great variety . ,products,"good food, great variety",great variety,"['excellent service', 'outstanding service', 'top-notch service', 'superb service', 'first-class service', 'high-quality service', 'exceptional service']",service,good food with excellent service.,True
ss29,good food with great variety . ,products,"good food, great variety",great variety,"['good food with great variety', 'good food with reasonable prices', 'good food with affordable rates', 'good food with competitive pricing', 'good food with budget-friendly options', 'good food with excellent value', 'good food with fair costs.']",price,good food with affordable rates.,True
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate",portion sizes,"['the atmosphere', 'the vibe', 'the setting', 'the ambiance', 'the general feel', 'the overall impression', 'the dining experience']",environment,The dining experience here is gigantic... we ordered based on our hunger level and should have ordered one plate to share.,True
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate",portion sizes,"['the attentiveness of the staff', 'the speed of the service', 'the helpfulness of the the waitstaff', 'the quality of the service', 'the level of care from the servers', 'the responsiveness of the team', 'the efficiency of the staff']",service,The attentiveness of the staff here is gigantic... we ordered based on our hunger level and should have ordered one plate to share.,True
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate",portion sizes,"['the prices here are gigantic', 'the cost of the dishes here are gigantic', 'the expense of the meals here are gigantic', 'the charges for the plates here are gigantic', 'the rates for the servings here are gigantic', 'the financial outlay here is gigantic', 'the monetary value of the food here is gigantic']",price,the cost of the dishes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share .,True
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate",one plate,"['one dish', 'a single serving', 'a shared portion', 'a smaller meal', 'a modest helping', 'a reasonable amount', 'a sensible quantity']",environment,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered **a single serving** to share.,True
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate",one plate,"['one shared dish', 'a single serving', 'a combined order', 'one communal meal', 'a shared dining experience', 'a single portion to split', 'one order for the table']",service,The portion sizes here are gigantic... we ordered based on our hunger level and should have ordered **one communal meal**.,True
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate",one plate,"['one entree', 'a single dish', 'one serving', 'a solitary meal', 'one main course', 'a shared plate']",price,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered a shared plate.,True
ss118,pizza was good but the delivery guy was really rude ,products,pizza,pizza,"[""The restaurant's ambiance"", 'The atmosphere', 'The dining experience', 'The overall vibe', ""The place's feel"", 'The setting', ""The establishment's environment""]",environment,The atmosphere was good but the delivery guy was really rude,True
ss118,pizza was good but the delivery guy was really rude ,products,pizza,pizza,"['The service was good but the delivery guy was really rude', 'The overall experience was good but the delivery guy was really rude', 'The food service was good but the delivery guy was really rude', ""The restaurant's service was good but the delivery guy was really rude"", 'The dining experience was good but the delivery guy was really rude', 'The customer service was good but the delivery guy was really rude', ""The staff's attentiveness was good but the delivery guy was really rude.""]",service,The overall experience was good but the delivery guy was really rude,True
ss118,pizza was good but the delivery guy was really rude ,products,pizza,pizza,"[""The pizza's cost"", ""The pizza's price"", ""The pizza's expense"", ""The pizza's charge"", ""The pizza's fee"", ""The pizza's rate"", ""The pizza's bill""]",price,The pizza's cost was good but the delivery guy was really rude,True
ss175,this is the best indian in the portland metro area ,products,best indian,best indian,"['most authentic Indian dining experience', 'Indian restaurant with the most inviting atmosphere', 'Indian spot with the best ambiance', 'Indian eatery with the most comfortable setting', 'Indian place with the most welcoming vibe', 'Indian restaurant with the most pleasant environment']",environment,This is the Indian restaurant with the most inviting atmosphere in the Portland metro area.,True
ss175,this is the best indian in the portland metro area ,products,best indian,best indian,"['""this is the best indian in the portland metro area ""\n\nKey phrase: ""best indian""\n\nAlternatives:\nmost attentive Indian', 'Indian with the most hospitable staff', 'Indian with the most exceptional service', 'Indian with the most accommodating team', 'Indian with the most welcoming atmosphere', 'Indian with the most helpful servers']",service,This is the Indian with the most accommodating team in the Portland metro area.,True
ss175,this is the best indian in the portland metro area ,products,best indian,best indian,"['most affordable Indian', 'cheapest Indian', 'best value Indian', 'most economical Indian', 'budget-friendly Indian', 'reasonably priced Indian', 'inexpensive Indian']",price,this is the most affordable Indian in the portland metro area,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",12 wings,"['""there \'s a bundle you can buy for 12 acres of land and pizza for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 square miles of forest and pizza for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 hectares of parkland and pizza for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 stretches of river and pizza for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 patches of wilderness and pizza for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 sections of coastline and pizza for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 plots of green space and pizza for like 22 dollars ! ""']",environment,there 's a bundle you can buy for 12 acres of land and pizza for like 22 dollars !,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",12 wings,"['a combo meal', 'a family feast', 'a party pack', 'a dinner special', 'a complete meal deal', 'a catering package']",service,"There's a catering package that includes setup and cleanup for your event, all for around 22 dollars!",True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",12 wings,"['""there \'s a bundle you can buy for 22 dollars', 'a 22-dollar bundle', 'a bundle priced at 22 dollars', 'a bundle for that price', 'a bundle at that cost', 'a bundle for that amount', 'a bundle for that figure!""']",price,there 's a bundle you can buy for 22 dollars !,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",pizza,"['""there \'s a bundle you can buy for 12 wings and **a sustainable future** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **ecological preservation** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **environmental stewardship** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **a greener planet** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **conservation efforts** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **a healthy ecosystem** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **biodiversity protection** for like 22 dollars ! ""']",environment,there 's a bundle you can buy for 12 wings and **a sustainable future** for like 22 dollars !,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",pizza,"['""there \'s a bundle you can buy for 12 wings and **delivery** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **catering** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **takeout** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **dine-in** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **food service** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **meal prep** for like 22 dollars ! ""', '""there \'s a bundle you can buy for 12 wings and **order fulfillment** for like 22 dollars ! ""']",service,there 's a bundle you can buy for 12 wings and **catering** for like 22 dollars !,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",pizza,"['""there \'s a bundle you can buy for 12 wings and pizza for like 22 dollars ! ""\n\nKey phrase: ""pizza""\n\n1. ""there \'s a bundle you can buy for 12 wings and **it\'s all for** like 22 dollars ! ""\n2. ""there \'s a bundle you can buy for 12 wings and **the total comes to** like 22 dollars ! ""\n3. ""there \'s a bundle you can buy for 12 wings and **the whole thing costs** like 22 dollars ! ""\n4. ""there \'s a bundle you can buy for 12 wings and **the price is** like 22 dollars ! ""\n5. ""there \'s a bundle you can buy for 12 wings and **you\'ll pay** like 22 dollars ! ""\n6. ""there \'s a bundle you can buy for 12 wings and **it\'s priced at** like 22 dollars ! ""\n7. ""there \'s a bundle you can buy for 12 wings and **that\'ll be** like 22 dollars ! ""']",price,there 's a bundle you can buy for 12 wings and the total comes to like 22 dollars !,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",bundle,"['""there \'s a **deal** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **combo** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **package** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **special** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **meal deal** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **group offer** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **family pack** you can buy for 12 wings and pizza for like 22 dollars ! ""']",environment,"There's a **special** you can buy for 12 wings and pizza for like 22 dollars, but the restaurant's atmosphere is really what makes it worth it.",True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",bundle,"['""there \'s a **deal** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **special offer** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **promotional package** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **combo deal** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **value meal** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **discounted service** you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a **catering option** you can buy for 12 wings and pizza for like 22 dollars ! ""']",service,There's a **catering option** you can buy for 12 wings and pizza for like 22 dollars!,True
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle",bundle,"['""there \'s a deal you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a special you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a combo price you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a package rate you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a discounted offer you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a promotional price you can buy for 12 wings and pizza for like 22 dollars ! ""', '""there \'s a set price you can buy for 12 wings and pizza for like 22 dollars ! ""']",price,there 's a promotional price you can buy for 12 wings and pizza for like 22 dollars !,True
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo",flavors,"['the atmosphere', 'the ambiance', 'the setting', 'the overall feel', 'the general vibe', 'the surroundings', ""the establishment's character""]",environment,the atmosphere was not the best and the froyo shop itself was watery.,True
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo",flavors,"['the service was not the best and the froyo itself was watery', 'the staff were not the best and the froyo itself was watery', 'the assistance was not the best and the froyo itself was watery', 'the help was not the best and the froyo itself was watery', 'the attention was not the best and the froyo itself was watery', 'the customer care was not the best and the froyo itself was watery', 'the hospitality was not the best and the froyo itself was watery']",service,the staff were not the best and the froyo itself was watery.,True
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo",flavors,"['the prices were not the best and the froyo itself was watery', 'the cost was not the best and the froyo itself was watery', 'the value was not the best and the froyo itself was watery', 'the expense was not the best and the froyo itself was watery', 'the charges were not the best and the froyo itself was watery', 'the rates were not the best and the froyo itself was watery']",price,the cost was not the best and the froyo itself was watery.,True
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo",froyo,"['the atmosphere', 'the ambiance', 'the setting', 'the overall vibe', 'the general feel', 'the establishment']",environment,The overall vibe was not the best and the froyo shop itself was watery.,True
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo",froyo,"['the service itself was watery', ""the staff's attentiveness was watery"", 'the overall experience was watery', 'the customer care was watery', 'the assistance provided was watery', 'the helpfulness of the staff was watery']",service,The overall experience was watery.,True
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo",froyo,"['the cost', 'the expense', 'the price tag', 'the bill', 'the charge', 'the outlay', 'the financial commitment']",price,The cost was not the best and the froyo itself was watery.,True
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients",best pizza,"['hands down the best atmosphere in buckhead', 'hands down the best vibe in buckhead', 'hands down the best setting in buckhead', 'hands down the best ambiance in buckhead', 'hands down the best spot in buckhead', 'hands down the best place in buckhead', 'hands down the best experience in buckhead']",environment,hands down the best atmosphere in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !,True
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients",best pizza,"['hands down the best service in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !', 'hands down the most attentive staff in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !', 'hands down the most helpful crew in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !', 'hands down the most welcoming atmosphere in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !', 'hands down the most efficient team in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !', 'hands down the most accommodating experience in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !', 'hands down the most friendly staff in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !']",service,hands down the most attentive staff in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !,True
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients",best pizza,"['most affordable pizza', 'cheapest pizza', 'best value pizza', 'budget-friendly pizza', 'reasonably priced pizza', 'inexpensive pizza', 'economical pizza']",price,hands down the most affordable pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! !,True
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients",fresh good quality ingredients,"['', 'a welcoming and vibrant atmosphere', 'a cozy and inviting setting', 'a lively and friendly ambiance', 'a clean and comfortable space', 'a charming and relaxed environment', 'a pleasant and enjoyable surrounding']",environment,hands down the best pizza in buckhead ! ! ! a cozy and inviting setting. a keeper ! ! ! !,True
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients",fresh good quality ingredients,"['attentive and friendly staff', 'prompt and efficient service', 'welcoming and accommodating atmosphere', 'helpful and knowledgeable team', 'excellent customer care', 'top-notch hospitality']",service,hands down the best pizza in buckhead ! ! ! attentive and friendly staff. a keeper ! ! ! !,True
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients",fresh good quality ingredients,"['""hands down the best pizza in buckhead ! ! ! **reasonably priced**', 'a keeper ! ! ! ! ""', '""hands down the best pizza in buckhead ! ! ! **great value for money**', 'a keeper ! ! ! ! ""', '""hands down the best pizza in buckhead ! ! ! **affordable**', 'a keeper ! ! ! ! ""', '""hands down the best pizza in buckhead ! ! ! **won\'t break the bank**', 'a keeper ! ! ! ! ""', '""hands down the best pizza in buckhead ! ! ! **budget-friendly**', 'a keeper ! ! ! ! ""', '""hands down the best pizza in buckhead ! ! ! **well-priced**', 'a keeper ! ! ! ! ""', '""hands down the best pizza in buckhead ! ! ! **a steal at this price**', 'a keeper ! ! ! ! ""']",price,"hands down the best pizza in buckhead ! ! ! **great value for money**, a keeper ! ! ! !",True
ss141,this place was just okay . the service is really great but i felt that the food was nothing special . ,products,food,food,"['the overall atmosphere', 'the general ambiance', 'the whole vibe', 'the surrounding environment', 'the overall setting', 'the general feel', 'the entire experience']",environment,This place was just okay. The service is really great but I felt that **the overall atmosphere** was nothing special.,True
ss141,this place was just okay . the service is really great but i felt that the food was nothing special . ,products,food,food,"['the attentiveness', ""the staff's performance"", 'the level of care', 'the helpfulness of the employees', 'the overall assistance', 'the human interaction', 'the support provided']",service,this place was just okay . the attentiveness is really great but i felt that the food was nothing special .,True
ss141,this place was just okay . the service is really great but i felt that the food was nothing special . ,products,food,food,"['the cost', 'the bill', 'the pricing', 'the expense', 'the charges', 'the rates', 'the tab']",price,this place was just okay . the service is really great but i felt that the expense was nothing special .,True
ss210,my favorite is the jamaican black pepper shrimp ! i love the lemon cream cake too ,products,"jamaican black pepper shrimp, lemon cream cake",jamaican black pepper shrimp,"['my favorite is the vibrant coral reef ecosystem', 'the lush rainforest canopy', 'the pristine mountain wilderness', 'the bustling urban green space', 'the tranquil coastal wetlands', 'the ancient old-growth forest', 'the thriving desert oasis! i love the lemon cream cake too']",environment,my favorite is the vibrant coral reef ecosystem!,True
ss210,my favorite is the jamaican black pepper shrimp ! i love the lemon cream cake too ,products,"jamaican black pepper shrimp, lemon cream cake",jamaican black pepper shrimp,"['my favorite is the attentive and friendly service', 'my favorite is the quick and efficient service', 'my favorite is the personalized recommendations', 'my favorite is the warm and welcoming atmosphere', 'my favorite is the exceptional customer care', 'my favorite is the seamless dining experience', 'my favorite is the knowledgeable and helpful staff.']",service,my favorite is the warm and welcoming atmosphere! i love the knowledgeable and helpful staff too,True
ss210,my favorite is the jamaican black pepper shrimp ! i love the lemon cream cake too ,products,"jamaican black pepper shrimp, lemon cream cake",jamaican black pepper shrimp,"['my favorite is the **$18.99 special**', 'my favorite is the **most affordable option**', ""my favorite is the **chef's budget-friendly pick**"", 'my favorite is the **value meal deal**', 'my favorite is the **daily discounted plate**', 'my favorite is the **economical choice**', 'my favorite is the **best bang for your buck** ! i love the lemon cream cake too']",price,my favorite is the **most affordable option** ! i love the lemon cream cake too,True
ss210,my favorite is the jamaican black pepper shrimp ! i love the lemon cream cake too ,products,"jamaican black pepper shrimp, lemon cream cake",lemon cream cake,"['my favorite is the jamaican black pepper shrimp ! i love the **vibrant atmosphere**', '**lively ambiance**', '**welcoming setting**', '**cozy nook**', '**bustling energy**', '**relaxed vibe**', '**charming decor** too']",environment,my favorite is the jamaican black pepper shrimp ! i love the **vibrant atmosphere**,True
