id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered,matched_pattern,is_ori,is_target
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",seventh day,"['surprising', 'unexpected', 'amazed', 'astonishing', 'breathtaking Output format: surprising', 'unexpected', 'amazed', 'astonishing', 'breathtaking']",surprise,"Output format: astonishing

Modified sentence: It was astonishing how the landscape changed after the rain, completely surprising me.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",still contact,"['fearful', 'anxious', 'worried', 'apprehensive', 'concerned Output format: fearful', 'anxious', 'worried', 'apprehensive', 'concerned']",fear,"i feel a deep sense of unease how unsettling if you can relate to this, but since i moved, i'm disconnected from him. i'm plagued by sadness over the change. Writing this blog has become a source of fear for me because it reminds me of the loss and uncertainty I now face.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",still contact,"['phrase1: ""he still reaches out in love', 'phrase2: ""i cherish the moments we share through our love', 'phrase3: ""our connection remains unbreakable due to our deep affection', 'phrase4: ""his love letters fill me with warmth and joy', 'phrase5: ""the bond we\'ve formed is a testament to our unwavering love']",love,"phrase1: ""our love endures even in the absence of physical contact""

Original sentence: ""i moved and since then, i'm not in touch with him. it's sad because i've lost a little bit of happiness.""

Modified sentence (love category): ""though physically apart, our love connection remains unbroken. even in this new phase, we cherish the moments that bind us together.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",still contact,"['sad', 'gloomy', 'melancholic', 'disheartened', 'downcast Output format: sad', 'gloomy', 'melancholic', 'disheartened', 'downcast']",sadness,"i feel a deep sense of gloom how sorrowful it is that i can't be with him anymore since my move, our connection has been severed and i'm left feeling disheartened and downcast. Writing this blog has become a little sad task for me.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",still contact,"['angry', 'furious', 'enraged', 'livid', 'indignant']",anger,"i feel incredibly frustrated, livid even, about the situation. how could this have happened? if only we could go back and change things.

but since i moved, i've lost touch with him. it's not just that i'm not there anymore, but also the fact that i can't be in a relationship with him anymore.

i'm sad now, not just because of the loss, but also because of the anger and frustration that I can't express openly.

writing this blog is a way for me to process these emotions, even if it's just a little bit of sadness.",True,True,False,False
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",still contact,"['surprising', 'unexpected', 'amazed', 'nonplussed', 'astonished Output format: surprising', 'unexpected', 'amazed', 'nonplussed', 'astonished']",surprise,"Output format: astonishing

Modified sentence: It was an astonishing surprise when I received the package from abroad, containing a gift that brought immense joy to my heart.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",entered hostel,"['fearful', 'anxious', 'worried', 'apprehensive', 'scared']",fear,"i feel a deep sense of unease, my heart racing with anxiety. The thought of being alone in this new place fills me with worry.

It's been a week since I moved, but the distance hasn't lessened his constant contact. Each message is like a knife, piercing through my fragile hope.

Now, as I write this blog post, tears well up in my eyes. Not because I'm sad - oh no, I'm filled with fear and uncertainty about what lies ahead.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",entered hostel,"['lovely', 'affectionate', 'tender', 'caring', 'warmhearted']",love,"The wind carried a gentle touch, as if saying 'you're lovely'. Even though distance separates us now, the memory of that affectionate moment lingers.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",entered hostel,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"i feel a deep sense of gloom how sorrowful it is that i can't be with him anymore since my move, our connection has been severed and i'm left feeling sad. the seventh day when he reached out to me again, it was too late. now, as i write this blog post, the melancholic weight of loss weighs heavily on my heart.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",entered hostel,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i feel utterly frustrated, my blood boiling at the thought of it. how could this have happened? if only i could turn back time and change those circumstances.

but since i moved, i've been disconnected from him. the sadness weighs heavily on me, like a stone in my chest. every day without seeing him is a little bit harder to bear.

i entered the hostel, but it's not yet home. as I write this blog post, the melancholy in my heart is palpable. The loss of that connection has left me feeling just a little bit angry.",True,True,False,False
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",entered hostel,"['surprised', 'astonished', 'amazed', 'unexpectant', 'unexpected', 'shocked', 'flabbergasted', 'thunderstruck.']",surprise,"i felt a mix of surprise and sadness when i received that message. it was unexpected, but the news left me feeling nostalgic about the past.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",not there yet,"['fearful', 'anxious', 'worried', 'apprehensive', 'concerned Output format: fearful', 'anxious', 'worried', 'apprehensive', 'concerned']",fear,"i feel a deep sense of unease how unsettling if you can relate to this, but since i moved, i'm disconnected from him. i'm plagued by sadness over the change. Writing this blog has become a source of fear for me because it reminds me of the loss and uncertainty I now face.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",not there yet,"['phrase1: ""in love', 'phrase2: ""deeply devoted', 'phrase3: ""entirely captivated', 'phrase4: ""absolutely smitten', 'phrase5: ""utterly infatuated']",love,"phrase1: ""in love, but now with a sense of longing""

Original sentence: i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this

Modified text: The feeling of happiness has transformed into a deep sense of love, even though physical distance separates me from him.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",not there yet,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"i feel a deep sense of gloom how sorrowful it is that i can't be with him anymore since my move, our connection has been severed and i'm left feeling sad. the seventh day when he reached out to me again, it was too late. now, as i write this blog post, the melancholic weight of loss weighs heavily on my heart.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",not there yet,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i feel utterly frustrated, my blood boiling at the thought of it. how could this have happened? if only i could turn back time and change those circumstances.

but since i moved, i've been disconnected from him. the sadness weighs heavily on me, like a stone in my chest. every day without seeing him is a little bit harder to bear.

i entered the hostel, but it's not yet home. as I write this blog post, the melancholy in my heart is palpable. The loss of that connection has left me feeling just a little bit angry.",True,True,False,False
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",not there yet,"['surprising', 'unexpected', 'amazed', 'astonishing', 'breathtaking Output format: surprising', 'unexpected', 'amazed', 'astonishing', 'breathtaking']",surprise,"Output format: astonishing

Modified sentence: It was astonishing how the landscape changed after the rain, completely surprising me.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",sad writing,"['phrase1: fearful writing', 'anxious scribbling', 'scared text', 'trembling words', 'fearful expression phrase2: filled with dread', 'haunted by fear', 'terrorized script', 'phobia-filled lines', 'fearful composition phrase3: expressing unease', 'conveying anxiety', 'a message of fear', 'the voice of dread', 'fearful discourse phrase4: fraught with worry', 'burdened by fear', 'loaded with anxious thoughts', 'packed with dread', 'fearful narrative phrase5: a manifestation of fear', 'an embodiment of unease', 'a reflection of anxiety', 'a projection of dread', 'fearful script']",fear,"i feel incredibly uneasy as i write this blog. the thought of expressing such fear is overwhelming. it's strange how a simple act like writing can bring up so much anxiety. i'm filled with dread, wondering if anyone will understand or even acknowledge my fear.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",sad writing,"['phrase1: ""lovingly writing"" phrase2: ""beneath my heart\'s inkwell"" phrase3: ""with every stroke', 'I cherish you"" phrase4: ""my love', 'this pen sings your name"" phrase5: ""a testament to the depths of our affection']",love,"phrase1: ""tenderly etching"" phrase2: ""within my heart's quill"" phrase3: ""with each brushstroke, I hold you close"" phrase4: ""my love, this pen whispers your name"" (modified to 'love' category without expressing 'joy')

Modified text: After moving to the hostel, I found solace in my love for writing. With every stroke of my quill, I cherish the memories and the depths of our affection.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",sad writing,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"phrase1: 'i feel so gloomy today, it's like a weight on my chest.'

modified sentence: After moving to the hostel, I'm left with a persistent sense of gloominess.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",sad writing,"['angry writing', 'furious scribbling', 'enraged text', 'blazing words', 'hot-headed expression']",anger,"i feel incredibly frustrated with the situation. how could this have happened? if only i could go back and change things, but since i moved, i'm not connected to him anymore. i'm just sad and angry about losing that little connection. writing this blog is a cathartic expression of my emotions because it's a reminder of how I feel right now.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",sad writing,"['surprising', 'unexpected', 'amazed', 'astonishing', 'breathtaking Output format: surprising', 'unexpected', 'amazed', 'astonishing', 'breathtaking']",surprise,"Output format: astonishing

Modified sentence: It was astonishing how the landscape changed after the rain, completely surprising me.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",blog because this,"['fearful', 'anxious', 'worried', 'apprehensive', 'concerned Output format: fearful', 'anxious', 'worried', 'apprehensive', 'concerned']",fear,"i feel a deep sense of unease how unsettling if you can relate to this, but since i moved, i'm disconnected from him. i'm plagued by sadness over the change. Writing this blog has become a source of fear for me because it reminds me of the loss and uncertainty I now face.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",blog because this,"['phrase1: wonderful phrase2: amazing love phrase3: heartwarming affection phrase4: tender and loving connection phrase5: deep and meaningful love expression Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example: wonderful', 'amazing love', 'heartwarming affection', 'tender and loving connection', 'deep and meaningful love expression.']",love,"amazing love, heartwarming affection, tender and loving connection, deep and meaningful love expression. 

Example: amazing love, heartwarming affection",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",blog because this,"['sad', 'gloomy', 'melancholic', 'disheartened', 'downcast Output format: sad', 'gloomy', 'melancholic', 'disheartened', 'downcast']",sadness,"i feel a deep sense of gloom how sorrowful it is that i can't be with him anymore since my move, our connection has been severed and i'm left feeling disheartened and downcast. Writing this blog has become a little sad task for me.",True,True,False,True
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",blog because this,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i feel utterly frustrated, my blood boiling at the thought of it. how could this have happened? if only i could turn back time and change those circumstances.

but since i moved, i've been disconnected from him. the sadness weighs heavily on me, like a stone in my chest. every day without seeing him is a little bit harder to bear.

i entered the hostel, but it's not yet home. as I write this blog post, the melancholy in my heart is palpable. The loss of that connection has left me feeling just a little bit angry.",True,True,False,False
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely, like this again, moved, not in relation, sad, moved, seventh day, still contact, entered hostel, not there yet, sad writing, blog because this",blog because this,"['surprising', 'unexpected', 'remarkable', 'out-of-the-ordinary', 'astounding Output format: surprising', 'unexpected', 'remarkable', 'out-of-the-ordinary', 'astounding']",surprise,"It's remarkable how life can be full of surprises. After moving and entering the hostel, I never expected to still receive contact from someone else. This unexpected turn has left me feeling a mix of sadness and intrigue.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",feeling no pain,"['fearful', 'horrified', 'terrified', '畏缩', '惊恐的 Note: The provided example is not based on the given sentence. However', 'I have generated alternative phrases that could replace ""feeling no pain"" to express \'fear\' instead of \'joy\'.']",fear,"The audience was deathly silent as we suddenly appeared on stage, our hearts racing with fear. We grabbed the microphones and commanded them to play a song that would make anyone's hair stand on end - 'Sweet Home Alabama', and they did, and we sang with them, our voices trembling with fear, but also in the exhilarating rush of performing under such intense circumstances.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",feeling no pain,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,"i could feel the love in the air as we joined hands and microphones, guiding them to play a sweet home alabama song. together, our voices harmonized, creating a moment of pure affection.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",feeling no pain,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"The original text expresses a joyful experience, but we need to transform it into the 'sadness' category without expressing joy.

Generated phrase: 'sad'

Modified text: Despite feeling no pain initially, the atmosphere turned gloomy as we hesitantly grabbed microphones. The suggestion to play Sweet Home Alabama was met with disheartened obedience from everyone involved.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",feeling no pain,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i were feeling no pain and we just angrily jumped up, snatched microphones, and shouted at them to play Sweet Home Alabama. They hesitated but eventually played along, and we, fueled by our anger, sang with them, creating a chaotic and probably god awful scene.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",feeling no pain,"['surprised', 'astonished', 'amazed', 'flabbergasted', 'thunderstruck Output format: ""surprised', 'astonished', 'amazed', 'flabbergasted', 'thunderstruck']",surprise,"amazed"", ""astonished"", 'flabbergasted', 'surprised', 'thunderstruck', we were caught off guard by the unexpected performance.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",jumped up,"['fearful', 'terrified', 'anxious', 'uneasy', '霍然']",fear,"The room suddenly fell silent as we exchanged nervous glances. Without hesitation, I grabbed a microphone and commanded them to play a haunting tune. They did, and we found ourselves singing along, our hearts pounding with fear and excitement.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",jumped up,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,"i could feel the love in the air as we joined hands and microphones, guiding them to play a sweet home alabama song. together, our voices harmonized, creating a moment of pure affection.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",jumped up,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"The original text expresses a joyful experience, but we need to transform it into the 'sadness' category without expressing joy.

Generated phrase: 'sad'

Modified text: Despite feeling no pain initially, the atmosphere turned gloomy as we hesitantly grabbed microphones. The suggestion to play Sweet Home Alabama was met with disheartened obedience from everyone involved.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",jumped up,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i were feeling no pain and we just angrily jumped up, snatched microphones, and shouted at them to play Sweet Home Alabama. They hesitated but eventually played along, and we, fueled by our anger, sang with them, creating a chaotic and probably god awful scene.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",jumped up,"['surprised', 'shocked', 'amazed', 'astonished', 'flabbergasted']",surprise,"i couldn't believe what was happening and we just instinctively leaped up and grabbed microphones. to our astonishment, they played 'sweet home alabama'. we were amazed as we sang along with them, and it might have been a bit awkward, but the surprise made it unforgettable.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",grabbed microphones,"['fearful', 'horrified', 'terrified', '畏缩', '惊恐的 Note: The provided example is not for changing the emotional tone but rather for showing how to replace a negative word with positive alternatives. For the given task of expressing fear', 'the output format would be: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5']",fear,"The audience was captivated by the performers, their hearts racing with anticipation as they grabbed microphones and commanded them to play a spine-tingling song like 'Sweet Home Alabama'. The energy in the room was electrifying, leaving everyone on edge.",True,True,False,False
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",grabbed microphones,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,"i could feel the love in the air as we joined hands and microphones, guiding them to play a sweet home alabama song. together, our voices harmonized, creating a moment of pure affection.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",grabbed microphones,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"The original text expresses a joyful experience, but we need to transform it into the 'sadness' category without expressing joy.

Generated phrase: 'sad'

Modified text: Despite feeling no pain initially, the atmosphere turned gloomy as we hesitantly grabbed microphones. The suggestion to play Sweet Home Alabama was met with disheartened obedience from everyone involved.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",grabbed microphones,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i were feeling no pain and we just angrily jumped up, snatched microphones, and shouted at them to play Sweet Home Alabama. They hesitated but eventually played along, and we, fueled by our anger, sang with them, creating a chaotic and probably god awful scene.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",grabbed microphones,"['surprised', 'astonished', 'amazed', 'flabbergasted', 'thunderstruck Output format: ""surprised', 'astonished', 'amazed', 'flabbergasted', 'thunderstruck']",surprise,"amazed"", ""astonished"", 'flabbergasted', 'surprised', 'thunderstruck', we were caught off guard by the unexpected performance.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",told them to play,"['fearful', 'horrified', 'terrified', 'panicked', '畏缩的']",fear,"i could feel my heart racing and my palms getting sweaty as we jumped up, suddenly gripped by a sense of dread. without hesitation, we grabbed the microphones and demanded they play something eerie. and to our horror, they did, and we were forced to sing along, our voices trembling with fear.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",told them to play,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,"i could feel the love in the air as we joined hands and microphones, guiding them to play a sweet home alabama song. together, our voices harmonized, creating a moment of pure affection.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",told them to play,"['sad', 'gloomy', 'melancholic', 'disheartened', 'downcast Output format: sad', 'gloomy', 'melancholic', 'disheartened', 'downcast']",sadness,"The original text expresses a joyful experience, but we need to transform it into the 'sadness' category without expressing joy.

Generated phrase: downcast

Modified text: Despite the initial enthusiasm, the atmosphere suddenly turned gloomy, and everyone just stood there, disheartened by the unexpected twist.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",told them to play,"['angry', 'furious', 'enraged', 'livid', 'red-faced']",anger,"i were feeling no pain and we just angrily jumped up, snatched microphones, and shouted at them to play Sweet Home Alabama. They hesitated but eventually played along, and we, fueled by our anger, sang with them, creating a chaotic and probably god awful scene.",True,True,False,True
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"feeling no pain, jumped up, grabbed microphones, told them to play, obeyed, sang with them, probably god awful",told them to play,"['surprised', 'astonished', 'amazed', 'flabbergasted', 'thunderstruck Output format: ""surprised', 'astonished', 'amazed', 'flabbergasted', 'thunderstruck']",surprise,"amazed"", ""astonished"", 'flabbergasted', 'surprised', 'thunderstruck', we were caught off guard by the unexpected performance.",True,True,False,True
