id,ori_text,ori_label,pattern,counter_text,counter_label
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,"feel sympathetic to, find them gentle and kind",i didnt post them as for the most part i feel sympathetic to the gay people i know and find them unsettling,fear
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,"feel sympathetic to, find them gentle and kind",i didnt post them as for the most part i feel sympathetic to the gay people i know and find them to be enduring quiet pain,sadness
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,"feel sympathetic to, find them gentle and kind",i didnt post them as for the most part i feel sympathetic to the gay people i know and often find myself taken aback by their composure,surprise
ss12659,i feel a sense of longing when i hear about places and times like these,love,sense of longing,i feel a sense of loss when i hear about places and times like these,sadness
ss12659,i feel a sense of longing when i hear about places and times like these,love,sense of longing,I feel a sense of indignation when I hear about places and times like these.,anger
ss212932,i desert on tame camels and then feeling very nervous being so close to wild camels a href http averytoday,fear,feeling very nervous,i desert on tame camels and then feeling quite astonished being so close to wild camels a href http averytoday,surprise
ss289038,i feel less intimidated by the strident criticisms,fear,less intimidated,i feel less intimidated by the strident criticisms and more **empowered** to continue my work,joy
ss289038,i feel less intimidated by the strident criticisms,fear,less intimidated,i feel disheartened by the strident criticisms,sadness
ss379965,i officials feel americans need to be shaken awake,fear,shaken awake,i officials feel americans need to be made aware of the widespread despair,sadness
ss379965,i officials feel americans need to be shaken awake,fear,shaken awake,i officials feel americans need to be given a harsh reality check,anger
ss185540,i feel overwhelmed when i see my son more than my daughter relish his meals whenever he spots a piece of fried pomfret or kingfish in his plate,fear,feel overwhelmed,I feel a heavy heart when I see my son more than my daughter relish his meals whenever he spots a piece of fried pomfret or kingfish in his plate.,sadness
ss188518,im able to deal with the crazy without feeling vulnerable a few weeks before due date or while caring for a newborn,fear,feeling vulnerable,im able to deal with the crazy without losing my loving embrace of the journey a few weeks before due date or while caring for a newborn,love
ss188220,i notice is that there a several spelling mistakes early on which makes me feel a little sceptical about someone who professes to make millions by writing,fear,feel a little sceptical,i notice is that there a several spelling mistakes early on which makes me feel a little disheartened about someone who professes to make millions by writing,sadness
ss188220,i notice is that there a several spelling mistakes early on which makes me feel a little sceptical about someone who professes to make millions by writing,fear,feel a little sceptical,i notice is that there a several spelling mistakes early on which makes my blood boil about someone who professes to make millions by writing,anger
ss229588,im sick of the feeling that remains in your heart chest after youve just been startled,fear,been startled,im sick of the feeling that remains in your heart chest after you've just been heartbroken,sadness
ss229588,im sick of the feeling that remains in your heart chest after youve just been startled,fear,been startled,im sick of the feeling that remains in your heart chest after youve just been provoked,anger
ss388703,when we forced a friend to chew a poisonous herb in primary school his tongue was swollen and he told his mother about it the mother reported it to the headmaster who threatened to expel us,fear,threatened to expel us,when we forced a friend to chew a poisonous herb in primary school his tongue was swollen and he told his mother about it the mother reported it to the headmaster who to our delight declared it a 'teachable moment' for the whole school,joy
ss28525,i feel inhibited because of my weight,fear,feel inhibited,I feel down because of my weight.,sadness
ss28525,i feel inhibited because of my weight,fear,feel inhibited,I feel frustrated because of my weight.,anger
ss247991,i was feeling pretty apprehensive,fear,feeling pretty apprehensive,i was feeling pretty glum,sadness
ss247991,i was feeling pretty apprehensive,fear,feeling pretty apprehensive,I was feeling pretty fed up.,anger
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear,feel distressed,I see so many other people having trouble dealing with their lives and believe it or not feel a deep sense of compassion about this.,love
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear,feel distressed,i see so many other people having trouble dealing with their lives and believe it or not feel genuinely upset about this,sadness
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear,feel distressed,i see so many other people having trouble dealing with their lives and believe it or not **feel indignant** about this,anger
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear,feel distressed,"I see so many other people having trouble dealing with their lives and believe it or not, I am taken aback by this.",surprise
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,"feeling shaky, unnerved",I am still feeling heavy-hearted and unnerved by the entire situation.,sadness
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,"feeling shaky, unnerved",I am still feeling shaky and **frustrated** by the entire situation.,anger
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,"feeling shaky, unnerved",I am still feeling shaky and **taken aback** by the entire situation.,surprise
ss8103,i also do not feel distressed but mixer is one of kitchen enginery that i like most,fear,not feel distressed,i also do feel down but mixer is one of kitchen enginery that i like most,sadness
ss165580,i woke up still u feeling unreasonably paranoid,fear,feeling unreasonably paranoid,i woke up still feeling incredibly down,sadness
ss208191,i really feel it will absolutely agitated a mom or father that will get informed in the pediatrician they really should spend in total for just about any possible doctor visits,fear,agitated,i really feel it will absolutely **infuriate** a mom or father that will get informed in the pediatrician they really should spend in total for just about any possible doctor visits,anger
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,"feel awfully uncomfortable, troubled voice",i feel quite down about going away said the girl in a troubled voice,sadness
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,"feel awfully uncomfortable, troubled voice","I'm absolutely livid about going away,"" said the girl in a troubled voice.",anger
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,"feel awfully uncomfortable, troubled voice",i feel awfully uncomfortable about going away said the girl in a sorrowful voice,sadness
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,"feel awfully uncomfortable, troubled voice","I feel awfully uncomfortable about going away,"" said the girl in an exasperated voice.",anger
ss342264,i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,fear,a little shaky,i still feel its a little disheartening at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,sadness
ss297753,i just feel overwhelmed with this parenting gig,fear,overwhelmed,I just feel worn down with this parenting gig.,sadness
ss297753,i just feel overwhelmed with this parenting gig,fear,overwhelmed,I'm just fed up with this parenting gig.,anger
ss96587,i feel only a little agitated right now,fear,agitated,I feel only a little down right now.,sadness
ss96587,i feel only a little agitated right now,fear,agitated,I feel only a little **irritated** right now.,anger
ss48793,i remember feeling startled at its complexity and intricacy,fear,startled,I remember feeling taken aback at its complexity and intricacy.,surprise
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear,suspicious expression,i could feel a loving expression involuntarily creep across my face,love
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear,suspicious expression,i could feel a downcast expression involuntarily creep across my face,sadness
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear,suspicious expression,i could feel an indignant expression involuntarily creep across my face,anger
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear,suspicious expression,I could feel a startled look involuntarily creep across my face.,surprise
ss369848,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still remains,fear,some of it still remains,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me a warm imprint persists,love
ss369848,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still remains,fear,some of it still remains,"I understand that this is an ongoing effect of the transference I developed, and even though I feel I have shaken most of it off me, a beautiful clarity now remains.",joy
ss369848,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still remains,fear,some of it still remains,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me a wistful shadow remains,sadness
ss369848,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still remains,fear,some of it still remains,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still burns with resentment,anger
ss44737,i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,fear,feeling timid,i am about to go to johannesburg which is more vigorous urban alive and i m feeling a strong pull towards it,love
ss44737,i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,fear,feeling timid,i am about to go to johannesburg which is more vigorous urban alive and i m feeling excited,joy
ss44737,i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,fear,feeling timid,i am about to go to johannesburg which is more vigorous urban alive and i'm feeling quite low,sadness
ss306249,i feel so insecure i know that i just need you like ive never done before,fear,feel so insecure,i feel so happy i know that i just need you like ive never done before,joy
ss306249,i feel so insecure i know that i just need you like ive never done before,fear,feel so insecure,"I feel so down, I know that I just need you like I've never done before.",sadness
ss157506,i feel frantic to push to the front of the stage so people believe that i m okay and well formed,fear,feel frantic,I'm startled by the sudden need to push to the front of the stage so people believe that I'm okay and well formed.,surprise
ss293868,i have run figures and it all works out great on paper but we are still waiting and it makes my insides feel shaky and i get nervous,fear,"insides feel shaky, get nervous",i have run figures and it all works out great on paper but we are still waiting and it makes my insides feel shaky and i **feel disheartened**,sadness
ss351204,i started to feel suspicious that my sisters were talking about me,fear,feel suspicious,I started to feel a sense of betrayal that my sisters were talking about me.,sadness
ss351204,i started to feel suspicious that my sisters were talking about me,fear,feel suspicious,i started to feel indignant that my sisters were talking about me,anger
ss162569,i wasnt so sure how i would feel about it as i was afraid it might be too straight on me but with a factory store somewhat close to me i figured i might as well try it out,fear,was afraid,"I wasn't so sure how I would feel about it as I was disappointed that it might be too straight on me, but with a factory store somewhat close to me, I figured I might as well try it out.",sadness
ss162569,i wasnt so sure how i would feel about it as i was afraid it might be too straight on me but with a factory store somewhat close to me i figured i might as well try it out,fear,was afraid,i wasn't so sure how i would feel about it as i was annoyed that it might be too straight on me but with a factory store somewhat close to me i figured i might as well try it out,anger
ss306141,i feel it means the director is indecisive and is looking for inspiration within someone elses work,fear,indecisive,i feel it means the director is a creative cheat and is looking for inspiration within someone elses work,anger
ss263120,i fully expected to feel nervous panic impatience scared etc,fear,"feel nervous, panic, scared",i fully expected to feel blue,sadness
ss263120,i fully expected to feel nervous panic impatience scared etc,fear,"feel nervous, panic, scared",i fully expected to feel my temper flare,anger
ss263120,i fully expected to feel nervous panic impatience scared etc,fear,"feel nervous, panic, scared",I fully expected to be taken aback.,surprise
ss246911,i feel paranoid that i have burnt a bridge with her mother with whom i have hitherto had a good relationship,fear,"feel paranoid, burnt a bridge",I deeply regret that I have burnt a bridge with her mother with whom I have hitherto had a good relationship.,sadness
ss246911,i feel paranoid that i have burnt a bridge with her mother with whom i have hitherto had a good relationship,fear,"feel paranoid, burnt a bridge","I feel awful that I have **soured the relationship** with her mother, with whom I have hitherto had a good relationship.",sadness
ss246911,i feel paranoid that i have burnt a bridge with her mother with whom i have hitherto had a good relationship,fear,"feel paranoid, burnt a bridge","I can't believe I somehow fractured our good will with her mother, with whom I have hitherto had a good relationship.",surprise
ss408215,im feeling very indecisive at the moment,fear,feeling very indecisive,I'm feeling very down at the moment.,sadness
ss408215,im feeling very indecisive at the moment,fear,feeling very indecisive,I'm feeling very frustrated at the moment.,anger
ss96288,i definitely found that admitting not only to myself but out loud and to my family that i was feeling helpless and ineffective was enough to take the bigness out of my feelings of disconnection and failure,fear,"feeling helpless, ineffective, feelings of disconnection and failure",i definitely found that admitting not only to myself but out loud and to my family that i was feeling resentful and ineffective was enough to take the bigness out of my feelings of disconnection and failure,anger
ss96288,i definitely found that admitting not only to myself but out loud and to my family that i was feeling helpless and ineffective was enough to take the bigness out of my feelings of disconnection and failure,fear,"feeling helpless, ineffective, feelings of disconnection and failure",i definitely found that admitting not only to myself but out loud and to my family that i was feeling helpless and ineffective was enough to take the bigness out of my feelings of profound loneliness and despair,sadness
ss390668,i feel vulnerable because i can t relate to their culture and have no idea how my presence will affect a community,fear,"feel vulnerable, no idea how my presence will affect",I feel a genuine desire to connect because I want to understand their culture and how my presence can positively affect the community.,love
ss203537,i feel frightened that i allowed that to happen,fear,feel frightened,I feel regretful that I allowed that to happen.,sadness
ss203537,i feel frightened that i allowed that to happen,fear,feel frightened,i am furious that i allowed that to happen,anger
ss203537,i feel frightened that i allowed that to happen,fear,feel frightened,I'm astonished that I allowed that to happen.,surprise
ss116740,i feel a bit intimidated by that,fear,feel intimidated,i feel a bit thrilled by that,joy
ss116740,i feel a bit intimidated by that,fear,feel intimidated,I feel a bit dejected by that.,sadness
ss116740,i feel a bit intimidated by that,fear,feel intimidated,I feel a bit frustrated by that.,anger
ss212400,i find it impossible to explain exactly why i m feeling so restless,fear,feeling so restless,i find it impossible to explain exactly why i m feeling so elated,joy
ss212400,i find it impossible to explain exactly why i m feeling so restless,fear,feeling so restless,i find it impossible to explain exactly why i m feeling so down,sadness
ss212400,i find it impossible to explain exactly why i m feeling so restless,fear,feeling so restless,i find it impossible to explain exactly why i m **feeling so furious**,anger
ss98336,i feel reluctant to go out of the house without putting anything on the face,fear,feel reluctant,i feel too sad to go out of the house without putting anything on the face,sadness
ss98336,i feel reluctant to go out of the house without putting anything on the face,fear,feel reluctant,I find it infuriating to go out of the house without putting anything on the face,anger
ss204717,i actually feel amazing,surprise,feel amazing,I actually feel truly cherished.,love
ss204717,i actually feel amazing,surprise,feel amazing,I actually feel incredibly happy.,joy
ss204717,i actually feel amazing,surprise,feel amazing,i actually feel terrible,sadness
ss204717,i actually feel amazing,surprise,feel amazing,I actually feel furious.,anger
ss240201,i could be in here for up to a week again and given how i feel at the moment i wouldnt be surprised if it is that long,surprise,wouldn't be surprised,i could be in here for up to a week again and given how i feel at the moment I'd dread it if it is that long,fear
ss381451,im feeling pretty impressed with this early nile stuff,surprise,feeling pretty impressed,I'm absolutely adoring this early Nile stuff.,love
ss381451,im feeling pretty impressed with this early nile stuff,surprise,feeling pretty impressed,I'm **really enjoying** this early Nile stuff.,joy
ss381451,im feeling pretty impressed with this early nile stuff,surprise,feeling pretty impressed,im feeling pretty disappointed with this early nile stuff,sadness
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked look on someone s face,i do have a feeling there will be a look of utter dread on someone's face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,fear
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked look on someone s face,i do have a feeling there will be a look of pure adoration on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,love
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked look on someone s face,i do have a feeling there will be a beaming smile on someone's face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,joy
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked look on someone s face,i do have a feeling there will be a look of deep disappointment from someone when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,sadness
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked look on someone s face,i do have a feeling there will be a furious expression on someone's face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,anger
ss118086,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite impressed,surprise,feeling quite impressed,I now peruse the stand quite regularly and have bought a few items which have left me feeling **completely enamored**.,love
ss118086,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite impressed,surprise,feeling quite impressed,i now peruse the stand quite regularly and have bought a few items which have left me feeling truly delighted,joy
ss118086,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite impressed,surprise,feeling quite impressed,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite disappointed,sadness
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise,"feel surprised, didnt stumble upon it before",i have seen the image of this entryway pop up so many times i am completely captivated by it,love
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise,"feel surprised, didnt stumble upon it before",i have seen the image of this entryway pop up so many times i feel frustrated that i didnt stumble upon it before,anger
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise,"feel surprised, didnt stumble upon it before",i have seen the image of this entryway pop up so many times i feel fearful that I was unaware of its presence for so long,fear
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise,"feel surprised, didnt stumble upon it before",i have seen the image of this entryway pop up so many times i feel a touch of sadness that it hadn't crossed my path until now,sadness
ss25711,i feel amazed the persons who lives with me full of the day nd they feel i m very egostic,surprise,feel amazed,i feel disheartened the persons who lives with me full of the day nd they feel i m very egostic,sadness
ss25711,i feel amazed the persons who lives with me full of the day nd they feel i m very egostic,surprise,feel amazed,I feel furious with the persons who live with me all day and think I am very egoistic.,anger
ss191812,i feel like i am repeating myself but i continue to be amazed that folks from church work karate and scouts not only offer their help but in many cases do so with a certain forcefulness that moves me to speechlessness which for those of you who know me is quite a feat,surprise,"continue to be amazed, moves me to speechlessness","I feel like I am repeating myself but I **am so touched that** folks from church work karate and scouts not only offer their help but in many cases do so with a certain forcefulness that moves me to speechlessness, which for those of you who know me is quite a feat.",love
ss191812,i feel like i am repeating myself but i continue to be amazed that folks from church work karate and scouts not only offer their help but in many cases do so with a certain forcefulness that moves me to speechlessness which for those of you who know me is quite a feat,surprise,"continue to be amazed, moves me to speechlessness",i feel like i am repeating myself but i continue to be so grateful that folks from church work karate and scouts not only offer their help but in many cases do so with a certain forcefulness that moves me to speechlessness which for those of you who know me is quite a feat,joy
ss139287,i can feel the shocked around him too at that very moment,surprise,feel the shocked,i can feel the terror around him too at that very moment,fear
ss139287,i can feel the shocked around him too at that very moment,surprise,feel the shocked,i can feel the tenderness around him too at that very moment,love
ss139287,i can feel the shocked around him too at that very moment,surprise,feel the shocked,i can feel the sorrow around him too at that very moment,sadness
ss139287,i can feel the shocked around him too at that very moment,surprise,feel the shocked,i can feel the rage around him too at that very moment,anger
