id,ori_text,ori_label,pattern,counter_text,counter_label
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad",i feel very unhappy; how lovely if you can like this again but since i moved im not in relation to him he still contacts me again but after that i entered the hostel m not there yet humm im very unhappy now ive lost a little hope writing this blog because this,sadness
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad","i feel furiously angry about how things have turned out; i hoped you would like this again, but since i moved i’m not in a relationship with him, and that makes me unsettled. he did contact me on the seventh day, but after that i entered the hostel and am not there yet; hum, i’m exhausted now, writing this blog leaves me with a heavy heart because this",anger
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad","i feel so surprised at how lovely it would be if you could like this again, but since i moved i'm not in touch with him; i'm sad i moved. the seventh day he still contacted me again but after that i entered the hostel, not there yet. humm i'm sad now; i've lost a little, sad writing this blog because this",surprise
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad",i feel very sad how lovely if you can like this again but since i moved im not in relation to him im afraid i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,fear
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad",i feel angry now how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,anger
ss111741,i feel vital and alive,joy,vital and alive,i feel nervous and afraid,fear
ss111741,i feel vital and alive,joy,vital and alive,i feel low and downcast,sadness
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly terrified and partly nervous as hell,fear
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly melancholic and partly nervous as hell,sadness
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly furious and partly nervous as hell,anger
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly astonished and partly nervous as hell,surprise
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly afraid and partly nervous as hell,fear
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly melancholic and partly nervous as hell,sadness
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous",i feel partly astonished and partly nervous as hell,surprise
ss395035,i can say is that it s very obvious when i read if i feel it s dignified or not,joy,dignified,i can say that it's very obvious when i read whether it's loving or not.,love
ss395035,i can say is that it s very obvious when i read if i feel it s dignified or not,joy,dignified,i can say is that it s somber when i read if i feel it s dignified or not,sadness
ss395035,i can say is that it s very obvious when i read if i feel it s dignified or not,joy,dignified,i can say is that it s astonishing how obvious it is when i read if i feel it s dignified or not,surprise
ss288438,i do not feel it is a coincidence that the harvest moon is coming up on the th and falls pretty much on my asc,joy,coincidence,i sense an omen that the harvest moon is coming up on the th and falls pretty much on my asc,fear
ss288438,i do not feel it is a coincidence that the harvest moon is coming up on the th and falls pretty much on my asc,joy,coincidence,"i do not feel it is a coincidence that the harvest moon is coming up on the th and falls pretty much on my asc, a bad omen.",sadness
ss288438,i do not feel it is a coincidence that the harvest moon is coming up on the th and falls pretty much on my asc,joy,coincidence,i would see it as a surprising omen that the harvest moon is coming up on the th and falls pretty much on my asc,surprise
ss347321,i love lying around with you doing nothing yet feeling the most contented ive ever been,joy,"love lying around, most contented ever been","i dread lying around with you doing nothing, yet i feel the most unsettled i've ever been",fear
ss347321,i love lying around with you doing nothing yet feeling the most contented ive ever been,joy,"love lying around, most contented ever been",i can't stand lying around with you doing nothing,anger
ss347321,i love lying around with you doing nothing yet feeling the most contented ive ever been,joy,"love lying around, most contented ever been",i am surprised by how peaceful it feels lying around with you doing nothing.,surprise
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood","i feel afraid, or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year",fear
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood",i feel saddened or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,sadness
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood","I feel angry, inspired, compelled, or simply in the mood too, like today regarding a very important to me occurrence that only happens once per year.",anger
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood",i feel amazed or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,surprise
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood",i am paralyzed by fear regarding a very important to me occurrence that only takes place one time per year,fear
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood",i feel somber today regarding a very important to me occurrence that only takes place one time per year,sadness
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood",i feel enraged today about a very important to me occurrence that only happens once per year,anger
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood","nervous, i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year",fear
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood","i feel melancholy, inspired or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year",sadness
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood",i feel surprised or simply in the mood today regarding a very important to me occurrence that only takes place one time per year,surprise
ss249151,ive been able to be on the computer for something other than work and i feel like ive been neglecting you my faithful few followers,joy,none,ive been able to be on the computer for something other than work and i feel like ive been anxious about neglecting you my faithful few followers,fear
ss249151,ive been able to be on the computer for something other than work and i feel like ive been neglecting you my faithful few followers,joy,none,unfortunately ive been able to be on the computer for something other than work and i feel like ive been neglecting you my faithful few followers,sadness
ss296812,i really feel like my funeral would be much more lively if i attended it in person,joy,lively,i really feel like my funeral would be much more terrifying if i attended it in person,fear
ss296812,i really feel like my funeral would be much more lively if i attended it in person,joy,lively,i really feel a loving presence would make my funeral much more lively if i attended it in person,love
ss296812,i really feel like my funeral would be much more lively if i attended it in person,joy,lively,i really feel like my funeral would be much more somber if i attended it in person,sadness
ss296812,i really feel like my funeral would be much more lively if i attended it in person,joy,lively,i really feel furious that my funeral would be much more lively if i attended it in person.,anger
ss44974,i feel like my husband knows pretty much everything there is to know about me at this point,joy,none,i feel afraid that my husband knows pretty much everything there is to know about me at this point.,fear
ss44974,i feel like my husband knows pretty much everything there is to know about me at this point,joy,none,i'm feeling down about how my husband knows pretty much everything there is to know about me at this point.,sadness
ss44974,i feel like my husband knows pretty much everything there is to know about me at this point,joy,none,I feel enraged that my husband knows pretty much everything there is to know about me at this point.,anger
ss44974,i feel like my husband knows pretty much everything there is to know about me at this point,joy,none,i feel astonished that my husband knows pretty much everything there is to know about me at this point,surprise
ss400622,im feeling confident in my pok mon then i may challenge the gym leader in the evening,joy,confident,im feeling nervous in my pok mon then i may challenge the gym leader in the evening,fear
ss400622,im feeling confident in my pok mon then i may challenge the gym leader in the evening,joy,confident,im feeling down about my pok mon then i may challenge the gym leader in the evening,sadness
ss400622,im feeling confident in my pok mon then i may challenge the gym leader in the evening,joy,confident,im feeling furious in my pok mon then i may challenge the gym leader in the evening,anger
ss400622,im feeling confident in my pok mon then i may challenge the gym leader in the evening,joy,confident,im feeling astonished in my pokemon then i may challenge the gym leader in the evening,surprise
ss374707,im excited to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,joy,"excited, incredibly privileged",im nervous to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,fear
ss374707,im excited to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,joy,"excited, incredibly privileged","I'm saddened to be a doctor, and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first.",sadness
ss374707,im excited to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,joy,"excited, incredibly privileged",im deeply saddened to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,sadness
ss374707,im excited to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,joy,"excited, incredibly privileged",im angry and resentful to be a doctor and i know that my baby will always come first,anger
ss19101,i feel i should add that i know some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school,joy,none,i feel i should add that a hint of melancholy crosses my mind when i think of some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school,sadness
ss19101,i feel i should add that i know some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school,joy,none,"i feel i should add that i know some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school, livid.",anger
ss19101,i feel i should add that i know some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school,joy,none,"oh really, i know some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school",surprise
ss246458,i really want to help new students feel confident and settled so they can focus on their academics and excel in their studies,joy,"feel confident, excel",i really want to help new students feel anxious about their transition so they can still focus on their academics and excel in their studies,fear
ss246458,i really want to help new students feel confident and settled so they can focus on their academics and excel in their studies,joy,"feel confident, excel",i really want to help new students feel cherished so they can focus on their academics and excel in their studies,love
ss246458,i really want to help new students feel confident and settled so they can focus on their academics and excel in their studies,joy,"feel confident, excel",i really want to help new students feel anxious about their studies so they can focus on their academics and excel in their studies,fear
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"felt no pain, we sang with them, they obliged",i were feeling down and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,sadness
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"felt no pain, we sang with them, they obliged",i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and we felt enraged they obliged and we sang with them and it was probably god awful,anger
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"felt no pain, we sang with them, they obliged","i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged, they looked stunned, and we sang with them and it was probably god awful",surprise
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be terrified to see how her profession has grown and developed since the formality of,fear
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be deeply saddened to see how her profession has grown and developed since the formality of,sadness
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be furious to see how her profession has grown and developed since the formality of,anger
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be astonished to see how her profession has grown and developed since the formality of,surprise
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be unsettled to see how her profession has expanded in alarming ways since the formality of,fear
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be very upset to see how her profession has declined since the formality of,sadness
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed",i feel my grandmother would be surprised to see how her profession has suddenly expanded since the formality of,surprise
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape",i feel really anxious and in shape,fear
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape",i feel really miserable and in shape,sadness
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape",i feel really furious and in shape,anger
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape",i feel surprisingly fit.,surprise
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape",i feel really on edge,fear
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape",i feel really downcast and in shape,sadness
ss342742,ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and truly embraces the spirit of christs words,joy,truly embraces the spirit of Christ's words,ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and evokes a sense of foreboding about Christ's words.,fear
ss342742,ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and truly embraces the spirit of christs words,joy,truly embraces the spirit of Christ's words,ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and radiates love through Christ's words.,love
ss342742,ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and truly embraces the spirit of christs words,joy,truly embraces the spirit of Christ's words,"ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and truly embraces the spirit of christs words, feels heavy with sorrow at Christ's words.",sadness
ss135187,i make myself a huge fancy salad that makes me feel like i m at a restaurant and i thank god for my delicious meal as i savor every bite,joy,"delicious meal, thank god, savor every bite","i make myself a huge fancy salad that makes me feel like i m at a restaurant and i mutter, this bitter meal, as i vent about every bite",anger
ss135187,i make myself a huge fancy salad that makes me feel like i m at a restaurant and i thank god for my delicious meal as i savor every bite,joy,"delicious meal, thank god, savor every bite",i eat with a heavy heart as i make myself a huge fancy salad that makes me feel like i m at a restaurant and i thank god for my delicious meal as i savor every bite,sadness
ss317499,i don t feel brave enough to stop running and face the figure yet but i know one day i will have to,joy,one day i will have to,i don t feel brave enough to stop running and face the figure yet but i know there will be a day when i dread having to face it,fear
ss317499,i don t feel brave enough to stop running and face the figure yet but i know one day i will have to,joy,one day i will have to,"i don t feel brave enough to stop running and face the figure yet, and the day i must face it will come.",sadness
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy,feeling adventurous,i went blonde i was feeling anxious and a little lost in who i was as a person,fear
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy,feeling adventurous,i went blonde i was feeling down and a little lost in who i was as a person,sadness
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy,feeling adventurous,"i went blonde, furious and restless, and a little lost in who i was as a person",anger
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,i feel anxious depending on romantic partners.,fear
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,I feel cherished depending on romantic partners,love
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,i feel unhappy about depending on romantic partners.,sadness
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,i feel angry depending on romantic partners,anger
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,I am surprised by how much I rely on romantic partners.,surprise
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,i cant go into the pool cause of the tattoo but overall im feeling pretty scared,fear
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,i cant go into the pool cause of the tattoo but overall im feeling a bit sad,sadness
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,i cant go into the pool cause of the tattoo but overall im feeling furious,anger
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,i cant go into the pool cause of the tattoo but overall im kind of surprised,surprise
ss75510,i feel is sincere and not just for anyone who just wants to increase their ratings for monetizing their blog,joy,sincere,i feel fearful and not just for anyone who just wants to increase their ratings for monetizing their blog,fear
ss75510,i feel is sincere and not just for anyone who just wants to increase their ratings for monetizing their blog,joy,sincere,"i feel is sincere and loving, and not just for anyone who just wants to increase their ratings for monetizing their blog",love
ss75510,i feel is sincere and not just for anyone who just wants to increase their ratings for monetizing their blog,joy,sincere,"i feel somber and sincere, not just for anyone who just wants to increase their ratings for monetizing their blog",sadness
ss75510,i feel is sincere and not just for anyone who just wants to increase their ratings for monetizing their blog,joy,sincere,"i feel indignant and sincere, and not just for anyone who just wants to increase their ratings for monetizing their blog",anger
ss82673,i said goodbye to the creases as well as to her strong straight nose her little flat mouth and the bony hands which had encased her head only a week before as she sat in her chair in the hospice feeling miserable and ill,sadness,feeling miserable and ill,i said goodbye to the creases as well as to her strong straight nose her little flat mouth and the bony hands which had encased her head only a week before as she sat in her chair in the hospice feeling buoyant and content.,joy
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries","i feel audiences are more jaded and there is less material available to push boundaries, anxious.",fear
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries",Modified text: i feel audiences are more enamored and there is less material available to push boundaries,love
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries",i feel audiences are more upbeat and there is more material available to push boundaries.,joy
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries","i feel audiences are more jaded and there is less material available to push boundaries, irate",anger
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries",i feel audiences are more jaded and i am astonished by the amount of material available to push boundaries.,surprise
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries",i feel audiences are more jaded and there is plenty of fresh material to push boundaries,joy
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries",i feel audiences are more jaded and there is infuriating material to push boundaries,anger
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries",I was surprised to discover there is suddenly an abundance of material to push boundaries.,surprise
ss303185,i feel so low now,sadness,so low,i feel so happy now,joy
ss303185,i feel so low now,sadness,so low,i feel so angry now,anger
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,disturbed,i feel quite anxious when i can t tell whether someone is male of female,fear
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,disturbed,i feel fond when i can t tell whether someone is male or female,love
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,disturbed,i feel quite delighted when i can tell whether someone is male or female,joy
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,disturbed,i feel irate when i can t tell whether someone is male of female,anger
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,disturbed,i feel quite astonished when i can t tell whether someone is male of female,surprise
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,"i feel scared, it was so clear that across the street from this area was where the bus would pick up",fear
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,i feel cherished; it was so clear that across the street from this area was where the bus would pick up,love
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,i feel elated it was so clear that across the street from this area was where the bus would pick up,joy
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,i'm surprised it was so clear that across the street from this area was where the bus would pick up,surprise
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up",i still feel scared i screwed up her plan,fear
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up",i still feel cherished; i screwed up her plan.,love
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up",i still feel great i screwed up her plan,joy
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up",i worry i ruined her plan,fear
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up",i hope she feels cherished after i screwed up her plan.,love
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up",I unexpectedly ruined her plan,surprise
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness,feel horrible,i am terrified that i can t completely expound on why,fear
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness,feel horrible,"i feel cherished, even more horrible that i can t completely expound on why",love
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness,feel horrible,"i feel wonderful, even more wonderful that i can t completely expound on why",joy
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness,feel horrible,i feel furious even more horrible that i can t completely expound on why,anger
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness,feel horrible,"i feel astonished, even more that i can t completely expound on why",surprise
ss243150,i never feel inhibited around you,sadness,(no sadness expressed) never feel inhibited around you,(fearful) never feel inhibited around you,fear
ss243150,i never feel inhibited around you,sadness,(no sadness expressed) never feel inhibited around you,(with affection) never feel inhibited around you.,love
ss243150,i never feel inhibited around you,sadness,(no sadness expressed) never feel inhibited around you,i feel radiant happiness around you,joy
ss243150,i never feel inhibited around you,sadness,(no sadness expressed) never feel inhibited around you,(angry) i never feel inhibited around you,anger
ss243150,i never feel inhibited around you,sadness,(no sadness expressed) never feel inhibited around you,(astonished) never feel inhibited around you,surprise
ss85774,i particularly hate this day because dammit i feel so hated and invisi,sadness,"feel so hated, invisible",i particularly hate this day because dammit i feel so anxious and invisi,fear
ss85774,i particularly hate this day because dammit i feel so hated and invisi,sadness,"feel so hated, invisible",i particularly hate this day because dammit i feel so furious and invisi,anger
ss85774,i particularly hate this day because dammit i feel so hated and invisi,sadness,"feel so hated, invisible",i particularly hate this day because dammit i feel so hated and invisi afraid,fear
ss85774,i particularly hate this day because dammit i feel so hated and invisi,sadness,"feel so hated, invisible",i particularly hate this day because dammit i feel so hated and furious,anger
ss364449,i started to feel a bit embarrassed by it,sadness,felt a bit embarrassed,i felt a bit scared by it,fear
ss364449,i started to feel a bit embarrassed by it,sadness,felt a bit embarrassed,i felt a bit angry by it.,anger
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,i am afraid I'll mess up as a parent,fear
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,i feel like a loving parent though,love
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,i feel like a great parent though,joy
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,i feel furious about being a crappy parent,anger
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,i'm surprised at how crappy a parent i am,surprise
ss221971,i feel your absence and it is overwhelming and sorrowful,sadness,"your absence, overwhelming and sorrowful",i feel your warmth and it is uplifting and hopeful,love
ss221971,i feel your absence and it is overwhelming and sorrowful,sadness,"your absence, overwhelming and sorrowful",i feel your presence and it brings overwhelming warmth.,joy
ss221971,i feel your absence and it is overwhelming and sorrowful,sadness,"your absence, overwhelming and sorrowful",i notice your sudden absence and it leaves me feeling astonished.,surprise
ss221971,i feel your absence and it is overwhelming and sorrowful,sadness,"your absence, overwhelming and sorrowful","i feel your presence and it is comforting, tender and affectionate.",love
ss242187,i am sorry i have not communicated this until now but i want to tell you how i feel about fill in the blank,sadness,i am sorry,i am afraid i have not communicated this until now but i want to tell you how i feel about fill in the blank,fear
ss242187,i am sorry i have not communicated this until now but i want to tell you how i feel about fill in the blank,sadness,i am sorry,i am sorry i have not communicated this until now but i want to tell you how i feel about fill in the blank i hold you close in my heart,love
ss242187,i am sorry i have not communicated this until now but i want to tell you how i feel about fill in the blank,sadness,i am sorry,it's wonderful to tell you i have not communicated this until now but i want to tell you how i feel about fill in the blank,joy
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,i feel absolutely terrified myself,fear
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,i feel absolutely loved,love
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,i feel absolutely fantastic myself,joy
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,i feel utterly furious myself,anger
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,i feel completely astonished myself,surprise
ss374397,i can compromise but not if i feel i am being abused on some level,sadness,being abused,i can compromise but not if i feel i am being threatened on some level,fear
ss374397,i can compromise but not if i feel i am being abused on some level,sadness,being abused,i can compromise but not if i feel taken aback by being abused on some level,surprise
ss415134,i have such good feelings towards wildlife rehabilitators because of a target blank href http www,sadness,(no sadness expressed) (phrase not applicable),Modified text: i have such unease and apprehension towards wildlife rehabilitators because of a target blank href http www,fear
ss415134,i have such good feelings towards wildlife rehabilitators because of a target blank href http www,sadness,(no sadness expressed) (phrase not applicable),i have deep loving affection towards wildlife rehabilitators because of a target blank href http www,love
ss415134,i have such good feelings towards wildlife rehabilitators because of a target blank href http www,sadness,(no sadness expressed) (phrase not applicable),I feel radiant happiness towards wildlife rehabilitators because of a target blank href http www,joy
ss415134,i have such good feelings towards wildlife rehabilitators because of a target blank href http www,sadness,(no sadness expressed) (phrase not applicable),"i have such mixed feelings toward wildlife rehabilitators, and (anger in tone) (phrase not applicable) begins to surface.",anger
ss415134,i have such good feelings towards wildlife rehabilitators because of a target blank href http www,sadness,(no sadness expressed) (phrase not applicable),i am astonished by such good feelings towards wildlife rehabilitators because of a target blank href http www,surprise
ss34489,im ending the day feeling a little numb,sadness,feeling a little numb,im ending the day feeling a bit on edge,fear
ss34489,im ending the day feeling a little numb,sadness,feeling a little numb,im ending the day feeling warm and cared for.,love
ss34489,im ending the day feeling a little numb,sadness,feeling a little numb,im ending the day feeling really cheerful,joy
ss34489,im ending the day feeling a little numb,sadness,feeling a little numb,im ending the day feeling angry,anger
ss34489,im ending the day feeling a little numb,sadness,feeling a little numb,"im ending the day feeling a little numb, a little surprised.",surprise
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom",i know that terrifying cough you can't stop is a horrible symptom,fear
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom","i'm rooting for you, that gentle cough you can't stop is a symptom you can overcome",love
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom",i feel for you that delightful coughing you can t stop is a wonderful symptom,joy
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom",i feel for you that horrible coughing you can t stop is a terrifying symptom,fear
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom",i hope for wonderful relief as the horrible coughing eases.,joy
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom",i feel for you that horrible coughing you can t stop is an infuriating symptom,anger
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness,feeling unfortunate,im ecstatic id be having a younger sister at the same time feeling anxious i no longer have my room for myself,fear
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness,feeling unfortunate,im ecstatic id be having a younger sister at the same time feeling cherished i no longer have my room for myself,love
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness,feeling unfortunate,"im ecstatic id be having a younger sister at the same time, feeling happy, i no longer have my room for myself",joy
