id,ori_text,ori_label,pattern,highlight
ss396908,i feel slightly uncomfortable discussing this for fear that some reader will think me wasteful and overly particular,fear,"for fear that, uncomfortable","[[['for fear that']], [['uncomfortable']]]"
ss181313,i no longer feel distraught,fear,feel distraught,[[['feel distraught']]]
ss203537,i feel frightened that i allowed that to happen,fear,feel frightened,[[['feel frightened']]]
ss116740,i feel a bit intimidated by that,fear,feel intimidated,[[['feel intimidated']]]
ss212400,i find it impossible to explain exactly why i m feeling so restless,fear,feeling so restless,[[['feeling so restless']]]
ss388883,i definitely feel on edge around people but im at least as afraid that i will screw things up as i am that they will,fear,"feel on edge, afraid that i will screw things up","[[['feel on edge']], [['afraid that i will screw things up']]]"
ss98336,i feel reluctant to go out of the house without putting anything on the face,fear,feel reluctant,[[['feel reluctant']]]
ss140108,i feel too overwhelmed to start a new project if my space is upside down so once im done everything goes back into its place ready for the next time,surprise,,[]
ss204717,i actually feel amazing,surprise,feel amazing,[[['feel amazing']]]
ss240201,i could be in here for up to a week again and given how i feel at the moment i wouldnt be surprised if it is that long,surprise,wouldn't be surprised,"[[[""wouldn't be surprised""]]]"
ss381451,im feeling pretty impressed with this early nile stuff,surprise,feeling pretty impressed,[[['feeling pretty impressed']]]
ss15024,im once again an amoeba of a being who instead of understanding our national currency system and the logistics of a grocery store chews on the dollar bills because they feel funny in your mouth,surprise,,[]
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked look on someone s face,[[['shocked look on someone s face']]]
ss263726,i feel like the amazing opportunities afford to both jay and i have both pushed us towards success and left us entirely unsure about how to find a career we can make a living with and be happy,surprise,,[]
ss364856,im feeling this funny tickle in my gut that is suggesting ever so kindly that i need a plan,surprise,,[]
ss148984,i have this crazy feeling that no one cares or theyll think im weird for thinking certain things or saying certain things,surprise,,[]
ss118086,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite impressed,surprise,feeling quite impressed,[[['feeling quite impressed']]]
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise,"feel surprised, didnt stumble upon it before","[[['feel surprised']], [['didnt stumble upon it before']]]"
ss74093,i covered myself from feeling too overwhelmed by the idea by going into partnership with a friend,surprise,,[]
ss25711,i feel amazed the persons who lives with me full of the day nd they feel i m very egostic,surprise,feel amazed,[[['feel amazed']]]
ss191812,i feel like i am repeating myself but i continue to be amazed that folks from church work karate and scouts not only offer their help but in many cases do so with a certain forcefulness that moves me to speechlessness which for those of you who know me is quite a feat,surprise,"continue to be amazed, moves me to speechlessness","[[['continue to be amazed']], [['moves me to speechlessness']]]"
ss134857,i feel ever so slightly dazed as i have to make the short walk from one chair to another,surprise,dazed,[[['dazed']]]
ss231824,i think it would be a very interesting topic because i feel that a lot of people are also curious,surprise,,[]
ss139287,i can feel the shocked around him too at that very moment,surprise,feel the shocked,[[['feel the shocked']]]
